case_id,name,official_class,primary_body,source_key,ingestion_status,mass_kg,mass_sigma_kg,mass_value_type,gm_km3_s2,gm_sigma_km3_s2,gm_ref,mean_radius_km,radius_sigma_km,density_g_cm3,density_sigma_g_cm3,rotation_period_h,orbital_period_days,geometric_albedo,retrieved_date,notes
D03,Haumea,dwarf_planet,Sun,JPL_PLANET_PHYS,INGESTED_CORE,4.006e+21,40000000000000000000,DIRECT_TABLE,,,,715,,2.6,,3.9144,104026.8525,0.72,2026-09-24,JPL planetary/dwarf physical table; source-native rotation days and orbital years normalized with 24 h/d and 365.25 d/y.
D04,Makemake,dwarf_planet,Sun,JPL_PLANET_PHYS,INGESTED_CORE,3.1e+21,,DIRECT_TABLE,,,,714,7,2.1,,22.488,112328.985,0.81,2026-09-24,JPL planetary/dwarf physical table; source-native rotation days and orbital years normalized with 24 h/d and 365.25 d/y.
D05,Eris,dwarf_planet,Sun,JPL_PLANET_PHYS,INGESTED_CORE,1.66e+22,200000000000000000000,DIRECT_TABLE,,,,1200,50,2.3,0.3,25.896,203648.79,0.84,2026-09-24,JPL planetary/dwarf physical table; source-native rotation days and orbital years normalized with 24 h/d and 365.25 d/y.
M01,Moon,satellite,Earth,JPL_SAT_PHYS,INGESTED_CORE,7.345789071513118e+22,14982844642883898,DERIVED_FROM_GM_CODATA2018,4902.8,0.001,DE440,1737.4,0.1,3.344,0.001,,,,2026-09-24,JPL satellite physical table; mass derived from GM using G=6.67430e-20 km^3 kg^-1 s^-2 (CODATA 2018).
M02,Phobos,satellite,Mars,JPL_SAT_PHYS,INGESTED_CORE,10618341998411820,8989706785730.338,DERIVED_FROM_GM_CODATA2018,0.0007087,6e-7,MAR097,11.08,0.04,1.872,0.076,,,,2026-09-24,JPL satellite physical table; mass derived from GM using G=6.67430e-20 km^3 kg^-1 s^-2 (CODATA 2018).
M03,Deimos,satellite,Mars,JPL_SAT_PHYS,INGESTED_CORE,1441349654645431,41951965000074.914,DERIVED_FROM_GM_CODATA2018,0.0000962,0.0000028,MAR097,6.2,0.24,1.471,0.166,,,,2026-09-24,JPL satellite physical table; mass derived from GM using G=6.67430e-20 km^3 kg^-1 s^-2 (CODATA 2018).
M04,Io,satellite,Jupiter,JPL_SAT_PHYS,INGESTED_CORE,8.929648757173036e+22,20226840267893264,DERIVED_FROM_GM_CODATA2018,5959.91547,0.00135,JUP365,1821.49,0.5,3.5276,0.0029,,,,2026-09-24,JPL satellite physical table; mass derived from GM using G=6.67430e-20 km^3 kg^-1 s^-2 (CODATA 2018).
M05,Europa,satellite,Jupiter,JPL_SAT_PHYS,INGESTED_CORE,4.7985737830184444e+22,27118948803619856,DERIVED_FROM_GM_CODATA2018,3202.7121,0.00181,JUP365,1560.8,0.3,3.013,0.0017,,,,2026-09-24,JPL satellite physical table; mass derived from GM using G=6.67430e-20 km^3 kg^-1 s^-2 (CODATA 2018).
M06,Ganymede,satellite,Jupiter,JPL_SAT_PHYS,INGESTED_CORE,1.4814786194806946e+23,37007626267923224,DERIVED_FROM_GM_CODATA2018,9887.83275,0.00247,JUP365,2631.2,1.7,1.9416,0.0038,,,,2026-09-24,JPL satellite physical table; mass derived from GM using G=6.67430e-20 km^3 kg^-1 s^-2 (CODATA 2018).
M07,Callisto,satellite,Jupiter,JPL_SAT_PHYS,INGESTED_CORE,1.075660878294353e+23,48544416642943820,DERIVED_FROM_GM_CODATA2018,7179.2834,0.00324,JUP365,2410.3,1.5,1.834,0.0034,,,,2026-09-24,JPL satellite physical table; mass derived from GM using G=6.67430e-20 km^3 kg^-1 s^-2 (CODATA 2018).
M08,Mimas,satellite,Saturn,JPL_SAT_PHYS,INGESTED_CORE,37509401735013420000,2097598250003745.5,DERIVED_FROM_GM_CODATA2018,2.50349,0.00014,SAT441,198.2,0.4,1.1501,0.007,,,,2026-09-24,JPL satellite physical table; mass derived from GM using G=6.67430e-20 km^3 kg^-1 s^-2 (CODATA 2018).
M09,Enceladus,satellite,Saturn,JPL_SAT_PHYS,INGESTED_CORE,108031853527710780000,1348456017859551,DERIVED_FROM_GM_CODATA2018,7.21037,0.00009,SAT441,252.1,0.2,1.6097,0.0038,,,,2026-09-24,JPL satellite physical table; mass derived from GM using G=6.67430e-20 km^3 kg^-1 s^-2 (CODATA 2018).
M10,Tethys,satellite,Saturn,JPL_SAT_PHYS,INGESTED_CORE,617495917174834900000,4644681839294008,DERIVED_FROM_GM_CODATA2018,41.21353,0.00031,SAT441,531.1,0.6,0.984,0.0033,,,,2026-09-24,JPL satellite physical table; mass derived from GM using G=6.67430e-20 km^3 kg^-1 s^-2 (CODATA 2018).
M11,Dione,satellite,Saturn,JPL_SAT_PHYS,INGESTED_CORE,1.095486717708224e+21,749142232144194.9,DERIVED_FROM_GM_CODATA2018,73.11607,0.00005,SAT441,561.4,0.4,1.4781,0.0032,,,,2026-09-24,JPL satellite physical table; mass derived from GM using G=6.67430e-20 km^3 kg^-1 s^-2 (CODATA 2018).
M12,Rhea,satellite,Saturn,JPL_SAT_PHYS,INGESTED_CORE,2.3064853243036725e+21,6142966303582398,DERIVED_FROM_GM_CODATA2018,153.94175,0.00041,SAT441,763.5,0.6,1.2372,0.0029,,,,2026-09-24,JPL satellite physical table; mass derived from GM using G=6.67430e-20 km^3 kg^-1 s^-2 (CODATA 2018).
M13,Titan,satellite,Saturn,JPL_SAT_PHYS,INGESTED_CORE,1.3451803335181217e+23,3745711160720974.5,DERIVED_FROM_GM_CODATA2018,8978.1371,0.00025,SAT441,2574.76,0.02,1.8814,0.0001,,,,2026-09-24,JPL satellite physical table; mass derived from GM using G=6.67430e-20 km^3 kg^-1 s^-2 (CODATA 2018).
M14,Iapetus,satellite,Saturn,JPL_SAT_PHYS,INGESTED_CORE,1.805659170250064e+21,36258484035779030,DERIVED_FROM_GM_CODATA2018,120.51511,0.00242,SAT441,734.3,2.8,1.0887,0.0125,,,,2026-09-24,JPL satellite physical table; mass derived from GM using G=6.67430e-20 km^3 kg^-1 s^-2 (CODATA 2018).
M15,Miranda,satellite,Uranus,JPL_SAT_PHYS,INGESTED_CORE,64426231964400755000,2996568928576780000,DERIVED_FROM_GM_CODATA2018,4.3,0.2,URA111,235.8,0.7,1.178,0.053,,,,2026-09-24,JPL satellite physical table; mass derived from GM using G=6.67430e-20 km^3 kg^-1 s^-2 (CODATA 2018).
M16,Ariel,satellite,Uranus,JPL_SAT_PHYS,INGESTED_CORE,1.2510675276808056e+21,20975982500037456000,DERIVED_FROM_GM_CODATA2018,83.5,1.4,URA111,578.9,0.6,1.539,0.026,,,,2026-09-24,JPL satellite physical table; mass derived from GM using G=6.67430e-20 km^3 kg^-1 s^-2 (CODATA 2018).
M17,Umbriel,satellite,Uranus,JPL_SAT_PHYS,INGESTED_CORE,1.2750400791094197e+21,28467404821479404000,DERIVED_FROM_GM_CODATA2018,85.1,1.9,URA111,584.7,2.8,1.523,0.041,,,,2026-09-24,JPL satellite physical table; mass derived from GM using G=6.67430e-20 km^3 kg^-1 s^-2 (CODATA 2018).
M18,Titania,satellite,Uranus,JPL_SAT_PHYS,INGESTED_CORE,3.3996074494703567e+21,61429663035823970000,DERIVED_FROM_GM_CODATA2018,226.9,4.1,URA111,788.9,1.8,1.653,0.032,,,,2026-09-24,JPL satellite physical table; mass derived from GM using G=6.67430e-20 km^3 kg^-1 s^-2 (CODATA 2018).
M19,Oberon,satellite,Uranus,JPL_SAT_PHYS,INGESTED_CORE,3.075978005184064e+21,86900498928726600000,DERIVED_FROM_GM_CODATA2018,205.3,5.8,URA111,761.4,2.6,1.664,0.05,,,,2026-09-24,JPL satellite physical table; mass derived from GM using G=6.67430e-20 km^3 kg^-1 s^-2 (CODATA 2018).
M20,Triton,satellite,Neptune,JPL_SAT_PHYS,INGESTED_CORE,2.1402925550244972e+22,9229881785355768000,DERIVED_FROM_GM_CODATA2018,1428.49546,0.61603,NEP097,1352.6,2.4,2.0649,0.011,,,,2026-09-24,JPL satellite physical table; mass derived from GM using G=6.67430e-20 km^3 kg^-1 s^-2 (CODATA 2018).
M21,Charon,satellite,Pluto,JPL_SAT_PHYS,INGESTED_CORE,1.5896798166099815e+21,4494853392865169400,DERIVED_FROM_GM_CODATA2018,106.1,0.3,PLU060,606,0.5,1.853,0.004,,,,2026-09-24,JPL satellite physical table; mass derived from GM using G=6.67430e-20 km^3 kg^-1 s^-2 (CODATA 2018).
S01,Vesta,small_body,Sun,JPL_SBDB_API_PLANNED,NA_NOT_INGESTED,,,,,,,,,,,,,,2026-09-24,Reserved for JPL SBDB API lookup; no numeric value entered until a machine-readable response is captured.
S02,Pallas,small_body,Sun,JPL_SBDB_API_PLANNED,NA_NOT_INGESTED,,,,,,,,,,,,,,2026-09-24,Reserved for JPL SBDB API lookup; no numeric value entered until a machine-readable response is captured.
S03,Hygiea,small_body,Sun,JPL_SBDB_API_PLANNED,NA_NOT_INGESTED,,,,,,,,,,,,,,2026-09-24,Reserved for JPL SBDB API lookup; no numeric value entered until a machine-readable response is captured.
S04,Interamnia,small_body,Sun,JPL_SBDB_API_PLANNED,NA_NOT_INGESTED,,,,,,,,,,,,,,2026-09-24,Reserved for JPL SBDB API lookup; no numeric value entered until a machine-readable response is captured.
S05,Eros,small_body,Sun,JPL_SBDB_API_PLANNED,NA_NOT_INGESTED,,,,,,,,,,,,,,2026-09-24,Reserved for JPL SBDB API lookup; no numeric value entered until a machine-readable response is captured.
S06,Bennu,small_body,Sun,JPL_SBDB_API_PLANNED,NA_NOT_INGESTED,,,,,,,,,,,,,,2026-09-24,Reserved for JPL SBDB API lookup; no numeric value entered until a machine-readable response is captured.
S07,Ryugu,small_body,Sun,JPL_SBDB_API_PLANNED,NA_NOT_INGESTED,,,,,,,,,,,,,,2026-09-24,Reserved for JPL SBDB API lookup; no numeric value entered until a machine-readable response is captured.
S08,Itokawa,small_body,Sun,JPL_SBDB_API_PLANNED,NA_NOT_INGESTED,,,,,,,,,,,,,,2026-09-24,Reserved for JPL SBDB API lookup; no numeric value entered until a machine-readable response is captured.
S09,Quaoar,small_body,Sun,JPL_SBDB_API_PLANNED,NA_NOT_INGESTED,,,,,,,,,,,,,,2026-09-24,Reserved for JPL SBDB API lookup; no numeric value entered until a machine-readable response is captured.
S10,Orcus,small_body,Sun,JPL_SBDB_API_PLANNED,NA_NOT_INGESTED,,,,,,,,,,,,,,2026-09-24,Reserved for JPL SBDB API lookup; no numeric value entered until a machine-readable response is captured.
S11,Sedna,small_body,Sun,JPL_SBDB_API_PLANNED,NA_NOT_INGESTED,,,,,,,,,,,,,,2026-09-24,Reserved for JPL SBDB API lookup; no numeric value entered until a machine-readable response is captured.
S12,Gonggong,small_body,Sun,JPL_SBDB_API_PLANNED,NA_NOT_INGESTED,,,,,,,,,,,,,,2026-09-24,Reserved for JPL SBDB API lookup; no numeric value entered until a machine-readable response is captured.
S13,Salacia,small_body,Sun,JPL_SBDB_API_PLANNED,NA_NOT_INGESTED,,,,,,,,,,,,,,2026-09-24,Reserved for JPL SBDB API lookup; no numeric value entered until a machine-readable response is captured.
S14,Varda,small_body,Sun,JPL_SBDB_API_PLANNED,NA_NOT_INGESTED,,,,,,,,,,,,,,2026-09-24,Reserved for JPL SBDB API lookup; no numeric value entered until a machine-readable response is captured.
S15,Ixion,small_body,Sun,JPL_SBDB_API_PLANNED,NA_NOT_INGESTED,,,,,,,,,,,,,,2026-09-24,Reserved for JPL SBDB API lookup; no numeric value entered until a machine-readable response is captured.
S16,Varuna,small_body,Sun,JPL_SBDB_API_PLANNED,NA_NOT_INGESTED,,,,,,,,,,,,,,2026-09-24,Reserved for JPL SBDB API lookup; no numeric value entered until a machine-readable response is captured.
