case_id,name,official_class,derived_status,surface_gravity_m_s2,escape_velocity_m_s,density_from_mass_radius_g_cm3,density_rel_diff_vs_source,stellar_distance_au,insolation_rel_earth,margot_pi,margot_applicability,orbit_source_key,source_dependencies,notes
D03,Haumea,dwarf_planet,DERIVED,0.52300348770111,864.809220240272,2.616400420460519,0.0063078540232764675,43.28826264,0.0005336539006859684,0.007898103534401396,DIRECT_SUN_ORBIT_AUDIT,JPL_PLANET_PHYS_PERIOD,raw_physical_core_v0.1 + orbital_geometry_v0.2,Derived deterministically; density uses spherical mean-radius approximation.
D04,Makemake,dwarf_planet,DERIVED,0.4058550871328923,761.2890807214893,2.033192266793336,-0.03181320628888767,45.56182099,0.0004817235223051582,0.005769840252840636,DIRECT_SUN_ORBIT_AUDIT,JPL_PLANET_PHYS_PERIOD,raw_physical_core_v0.1 + orbital_geometry_v0.2,Derived deterministically; density uses spherical mean-radius approximation.
D05,Eris,dwarf_planet,DERIVED,0.7693984722222222,1358.8805441735242,2.2933785202477974,-0.002878904240087999,67.74247706,0.00021791034793197683,0.01977505426462105,DIRECT_SUN_ORBIT_AUDIT,JPL_PLANET_PHYS_PERIOD,raw_physical_core_v0.1 + orbital_geometry_v0.2,Derived deterministically; density uses spherical mean-radius approximation.
M01,Moon,satellite,DERIVED,1.6242188374693094,2375.6758230950527,3.34387776079259,-0.00003655478690492152,1.00000261,0.9999947800204364,,NA_SATELLITE,JPL_SAT_MEAN_ELEMENTS,raw_physical_core_v0.1 + orbital_geometry_v0.2,Derived deterministically; density uses spherical mean-radius approximation.
M02,Phobos,satellite,DERIVED,0.0057727521536837445,11.310357541900776,1.8635833370899468,-0.004496080614344698,1.52371034,0.43072013128348985,,NA_SATELLITE,JPL_SAT_MEAN_ELEMENTS,raw_physical_core_v0.1 + orbital_geometry_v0.2,Derived deterministically; density uses spherical mean-radius approximation.
M03,Deimos,satellite,DERIVED,0.0025026014568158166,5.570660469326427,1.4437954558042903,-0.018493911757790506,1.52371034,0.43072013128348985,,NA_SATELLITE,JPL_SAT_MEAN_ELEMENTS,raw_physical_core_v0.1 + orbital_geometry_v0.2,Derived deterministically; density uses spherical mean-radius approximation.
M04,Io,satellite,DERIVED,1.7963316319662512,2558.1243536271677,3.5274867674821437,-0.00003209902422506294,5.202887,0.03694121817367083,,NA_SATELLITE,JPL_SAT_MEAN_ELEMENTS,raw_physical_core_v0.1 + orbital_geometry_v0.2,Derived deterministically; density uses spherical mean-radius approximation.
M05,Europa,satellite,DERIVED,1.3146900855296118,2025.817506832547,3.012879749920932,-0.00003991041455958126,5.202887,0.03694121817367083,,NA_SATELLITE,JPL_SAT_MEAN_ELEMENTS,raw_physical_core_v0.1 + orbital_geometry_v0.2,Derived deterministically; density uses spherical mean-radius approximation.
M06,Ganymede,satellite,DERIVED,1.4282143452159695,2741.5023564214785,1.9415348814506805,-0.000033538601833258105,5.202887,0.03694121817367083,,NA_SATELLITE,JPL_SAT_MEAN_ELEMENTS,raw_physical_core_v0.1 + orbital_geometry_v0.2,Derived deterministically; density uses spherical mean-radius approximation.
M07,Callisto,satellite,DERIVED,1.2357735507697813,2440.7314434080636,1.833890758833683,-0.000059564430925329,5.202887,0.03694121817367083,,NA_SATELLITE,JPL_SAT_MEAN_ELEMENTS,raw_physical_core_v0.1 + orbital_geometry_v0.2,Derived deterministically; density uses spherical mean-radius approximation.
M08,Mimas,satellite,DERIVED,0.06372921378175528,158.94105933674845,1.1501131725684994,0.000011453411442075444,9.53667594,0.01099527128753355,,NA_SATELLITE,JPL_SAT_MEAN_ELEMENTS,raw_physical_core_v0.1 + orbital_geometry_v0.2,Derived deterministically; density uses spherical mean-radius approximation.
M09,Enceladus,satellite,DERIVED,0.11345192253377853,239.17035631852693,1.609699025424762,-6.054390494155914e-7,9.53667594,0.01099527128753355,,NA_SATELLITE,JPL_SAT_MEAN_ELEMENTS,raw_physical_core_v0.1 + orbital_geometry_v0.2,Derived deterministically; density uses spherical mean-radius approximation.
M10,Tethys,satellite,DERIVED,0.14611244603724055,393.95512457735197,0.9840486658341624,0.000049457148539033644,9.53667594,0.01099527128753355,,NA_SATELLITE,JPL_SAT_MEAN_ELEMENTS,raw_physical_core_v0.1 + orbital_geometry_v0.2,Derived deterministically; density uses spherical mean-radius approximation.
M11,Dione,satellite,DERIVED,0.23198933680100725,510.3700886221399,1.4780913726441656,-0.0000058367876560454466,9.53667594,0.01099527128753355,,NA_SATELLITE,JPL_SAT_MEAN_ELEMENTS,raw_physical_core_v0.1 + orbital_geometry_v0.2,Derived deterministically; density uses spherical mean-radius approximation.
M12,Rhea,satellite,DERIVED,0.2640817179011798,635.0218761862473,1.237185901048179,-0.000011395855012237187,9.53667594,0.01099527128753355,,NA_SATELLITE,JPL_SAT_MEAN_ELEMENTS,raw_physical_core_v0.1 + orbital_geometry_v0.2,Derived deterministically; density uses spherical mean-radius approximation.
M13,Titan,satellite,DERIVED,1.3542932873591675,2640.8256983606057,1.881402164546818,0.0000011504979366463725,9.53667594,0.01099527128753355,,NA_SATELLITE,JPL_SAT_MEAN_ELEMENTS,raw_physical_core_v0.1 + orbital_geometry_v0.2,Derived deterministically; density uses spherical mean-radius approximation.
M14,Iapetus,satellite,DERIVED,0.2235087064457708,572.9265976425419,1.0887460287709039,0.000042278654270113006,9.53667594,0.01099527128753355,,NA_SATELLITE,JPL_SAT_MEAN_ELEMENTS,raw_physical_core_v0.1 + orbital_geometry_v0.2,Derived deterministically; density uses spherical mean-radius approximation.
M15,Miranda,satellite,DERIVED,0.07733584836706253,190.97535466626758,1.173120760109759,-0.004141969346554211,19.18916464,0.002715737954365561,,NA_SATELLITE,JPL_SAT_MEAN_ELEMENTS,raw_physical_core_v0.1 + orbital_geometry_v0.2,Derived deterministically; density uses spherical mean-radius approximation.
M16,Ariel,satellite,DERIVED,0.2491606047781365,537.1016181432769,1.5395063827761872,0.0003290336427467892,19.18916464,0.002715737954365561,,NA_SATELLITE,JPL_SAT_MEAN_ELEMENTS,raw_physical_core_v0.1 + orbital_geometry_v0.2,Derived deterministically; density uses spherical mean-radius approximation.
M17,Umbriel,satellite,DERIVED,0.2489220519753339,539.5270591730831,1.5227757271971345,-0.00014725725729836548,19.18916464,0.002715737954365561,,NA_SATELLITE,JPL_SAT_MEAN_ELEMENTS,raw_physical_core_v0.1 + orbital_geometry_v0.2,Derived deterministically; density uses spherical mean-radius approximation.
M18,Titania,satellite,DERIVED,0.36457810544424696,758.4400666960659,1.653005485360064,0.000003318427140925829,19.18916464,0.002715737954365561,,NA_SATELLITE,JPL_SAT_MEAN_ELEMENTS,raw_physical_core_v0.1 + orbital_geometry_v0.2,Derived deterministically; density uses spherical mean-radius approximation.
M19,Oberon,satellite,DERIVED,0.3541303954689524,734.3498935930479,1.6636271486279277,-0.0002240693341780131,19.18916464,0.002715737954365561,,NA_SATELLITE,JPL_SAT_MEAN_ELEMENTS,raw_physical_core_v0.1 + orbital_geometry_v0.2,Derived deterministically; density uses spherical mean-radius approximation.
M20,Triton,satellite,DERIVED,0.7808005278917046,1453.3484055974463,2.064792348773768,-0.000052133869065016495,30.06992276,0.0011059496994165663,,NA_SATELLITE,JPL_SAT_MEAN_ELEMENTS,raw_physical_core_v0.1 + orbital_geometry_v0.2,Derived deterministically; density uses spherical mean-radius approximation.
M21,Charon,satellite,DERIVED,0.28891503011687303,591.7474262737862,1.705309370398771,-0.07970352379990774,39.4646693,0.000642071013735184,,NA_SATELLITE,JPL_SAT_MEAN_ELEMENTS,raw_physical_core_v0.1 + orbital_geometry_v0.2,Derived deterministically; density uses spherical mean-radius approximation.
S01,Vesta,small_body,NA_INPUT_MISSING,,,,,,,,PENDING_SMALL_BODY_INPUT,JPL_SBDB_API_PLANNED,raw_physical_core_v0.1 + orbital_geometry_v0.2,No derived numeric value emitted without required raw inputs.
S02,Pallas,small_body,NA_INPUT_MISSING,,,,,,,,PENDING_SMALL_BODY_INPUT,JPL_SBDB_API_PLANNED,raw_physical_core_v0.1 + orbital_geometry_v0.2,No derived numeric value emitted without required raw inputs.
S03,Hygiea,small_body,NA_INPUT_MISSING,,,,,,,,PENDING_SMALL_BODY_INPUT,JPL_SBDB_API_PLANNED,raw_physical_core_v0.1 + orbital_geometry_v0.2,No derived numeric value emitted without required raw inputs.
S04,Interamnia,small_body,NA_INPUT_MISSING,,,,,,,,PENDING_SMALL_BODY_INPUT,JPL_SBDB_API_PLANNED,raw_physical_core_v0.1 + orbital_geometry_v0.2,No derived numeric value emitted without required raw inputs.
S05,Eros,small_body,NA_INPUT_MISSING,,,,,,,,PENDING_SMALL_BODY_INPUT,JPL_SBDB_API_PLANNED,raw_physical_core_v0.1 + orbital_geometry_v0.2,No derived numeric value emitted without required raw inputs.
S06,Bennu,small_body,NA_INPUT_MISSING,,,,,,,,PENDING_SMALL_BODY_INPUT,JPL_SBDB_API_PLANNED,raw_physical_core_v0.1 + orbital_geometry_v0.2,No derived numeric value emitted without required raw inputs.
S07,Ryugu,small_body,NA_INPUT_MISSING,,,,,,,,PENDING_SMALL_BODY_INPUT,JPL_SBDB_API_PLANNED,raw_physical_core_v0.1 + orbital_geometry_v0.2,No derived numeric value emitted without required raw inputs.
S08,Itokawa,small_body,NA_INPUT_MISSING,,,,,,,,PENDING_SMALL_BODY_INPUT,JPL_SBDB_API_PLANNED,raw_physical_core_v0.1 + orbital_geometry_v0.2,No derived numeric value emitted without required raw inputs.
S09,Quaoar,small_body,NA_INPUT_MISSING,,,,,,,,PENDING_SMALL_BODY_INPUT,JPL_SBDB_API_PLANNED,raw_physical_core_v0.1 + orbital_geometry_v0.2,No derived numeric value emitted without required raw inputs.
S10,Orcus,small_body,NA_INPUT_MISSING,,,,,,,,PENDING_SMALL_BODY_INPUT,JPL_SBDB_API_PLANNED,raw_physical_core_v0.1 + orbital_geometry_v0.2,No derived numeric value emitted without required raw inputs.
S11,Sedna,small_body,NA_INPUT_MISSING,,,,,,,,PENDING_SMALL_BODY_INPUT,JPL_SBDB_API_PLANNED,raw_physical_core_v0.1 + orbital_geometry_v0.2,No derived numeric value emitted without required raw inputs.
S12,Gonggong,small_body,NA_INPUT_MISSING,,,,,,,,PENDING_SMALL_BODY_INPUT,JPL_SBDB_API_PLANNED,raw_physical_core_v0.1 + orbital_geometry_v0.2,No derived numeric value emitted without required raw inputs.
S13,Salacia,small_body,NA_INPUT_MISSING,,,,,,,,PENDING_SMALL_BODY_INPUT,JPL_SBDB_API_PLANNED,raw_physical_core_v0.1 + orbital_geometry_v0.2,No derived numeric value emitted without required raw inputs.
S14,Varda,small_body,NA_INPUT_MISSING,,,,,,,,PENDING_SMALL_BODY_INPUT,JPL_SBDB_API_PLANNED,raw_physical_core_v0.1 + orbital_geometry_v0.2,No derived numeric value emitted without required raw inputs.
S15,Ixion,small_body,NA_INPUT_MISSING,,,,,,,,PENDING_SMALL_BODY_INPUT,JPL_SBDB_API_PLANNED,raw_physical_core_v0.1 + orbital_geometry_v0.2,No derived numeric value emitted without required raw inputs.
S16,Varuna,small_body,NA_INPUT_MISSING,,,,,,,,PENDING_SMALL_BODY_INPUT,JPL_SBDB_API_PLANNED,raw_physical_core_v0.1 + orbital_geometry_v0.2,No derived numeric value emitted without required raw inputs.
