case_id,name,official_class,primary_body,orbit_status,heliocentric_semimajor_axis_au,heliocentric_a_value_type,primary_orbit_semimajor_axis_km,eccentricity,inclination_deg,orbital_period_days,host_solar_distance_au,frame,epoch_tdb,ephemeris,source_key,retrieved_date,notes
M21,Charon,satellite,Pluto,INGESTED_JPL_MEAN_ELEMENTS,,,19600,0,0,6.387222,39.46466929840327,equatorial,2000-01-01.5,PLU060,JPL_SAT_MEAN_ELEMENTS,2026-09-24,"Primary-centric mean elements from JPL satellite mean-elements table; adequate for comparative descriptors, not high-fidelity ephemeris computation."
S01,Vesta,small_body,Sun,NA_NOT_INGESTED,,,,,,,,,,,JPL_SBDB_API_PLANNED,2026-09-24,Small-body osculating elements pending frozen SBDB snapshot; no orbit numbers fabricated.
S02,Pallas,small_body,Sun,NA_NOT_INGESTED,,,,,,,,,,,JPL_SBDB_API_PLANNED,2026-09-24,Small-body osculating elements pending frozen SBDB snapshot; no orbit numbers fabricated.
S03,Hygiea,small_body,Sun,NA_NOT_INGESTED,,,,,,,,,,,JPL_SBDB_API_PLANNED,2026-09-24,Small-body osculating elements pending frozen SBDB snapshot; no orbit numbers fabricated.
S04,Interamnia,small_body,Sun,NA_NOT_INGESTED,,,,,,,,,,,JPL_SBDB_API_PLANNED,2026-09-24,Small-body osculating elements pending frozen SBDB snapshot; no orbit numbers fabricated.
S05,Eros,small_body,Sun,NA_NOT_INGESTED,,,,,,,,,,,JPL_SBDB_API_PLANNED,2026-09-24,Small-body osculating elements pending frozen SBDB snapshot; no orbit numbers fabricated.
S06,Bennu,small_body,Sun,NA_NOT_INGESTED,,,,,,,,,,,JPL_SBDB_API_PLANNED,2026-09-24,Small-body osculating elements pending frozen SBDB snapshot; no orbit numbers fabricated.
S07,Ryugu,small_body,Sun,NA_NOT_INGESTED,,,,,,,,,,,JPL_SBDB_API_PLANNED,2026-09-24,Small-body osculating elements pending frozen SBDB snapshot; no orbit numbers fabricated.
S08,Itokawa,small_body,Sun,NA_NOT_INGESTED,,,,,,,,,,,JPL_SBDB_API_PLANNED,2026-09-24,Small-body osculating elements pending frozen SBDB snapshot; no orbit numbers fabricated.
S09,Quaoar,small_body,Sun,NA_NOT_INGESTED,,,,,,,,,,,JPL_SBDB_API_PLANNED,2026-09-24,Small-body osculating elements pending frozen SBDB snapshot; no orbit numbers fabricated.
S10,Orcus,small_body,Sun,NA_NOT_INGESTED,,,,,,,,,,,JPL_SBDB_API_PLANNED,2026-09-24,Small-body osculating elements pending frozen SBDB snapshot; no orbit numbers fabricated.
S11,Sedna,small_body,Sun,NA_NOT_INGESTED,,,,,,,,,,,JPL_SBDB_API_PLANNED,2026-09-24,Small-body osculating elements pending frozen SBDB snapshot; no orbit numbers fabricated.
S12,Gonggong,small_body,Sun,NA_NOT_INGESTED,,,,,,,,,,,JPL_SBDB_API_PLANNED,2026-09-24,Small-body osculating elements pending frozen SBDB snapshot; no orbit numbers fabricated.
S13,Salacia,small_body,Sun,NA_NOT_INGESTED,,,,,,,,,,,JPL_SBDB_API_PLANNED,2026-09-24,Small-body osculating elements pending frozen SBDB snapshot; no orbit numbers fabricated.
S14,Varda,small_body,Sun,NA_NOT_INGESTED,,,,,,,,,,,JPL_SBDB_API_PLANNED,2026-09-24,Small-body osculating elements pending frozen SBDB snapshot; no orbit numbers fabricated.
S15,Ixion,small_body,Sun,NA_NOT_INGESTED,,,,,,,,,,,JPL_SBDB_API_PLANNED,2026-09-24,Small-body osculating elements pending frozen SBDB snapshot; no orbit numbers fabricated.
S16,Varuna,small_body,Sun,NA_NOT_INGESTED,,,,,,,,,,,JPL_SBDB_API_PLANNED,2026-09-24,Small-body osculating elements pending frozen SBDB snapshot; no orbit numbers fabricated.
