case_id,name,official_class,primary_body,orbit_status,heliocentric_semimajor_axis_au,heliocentric_a_value_type,primary_orbit_semimajor_axis_km,eccentricity,inclination_deg,orbital_period_days,host_solar_distance_au,frame,epoch_tdb,ephemeris,source_key,source_tier,retrieved_date,notes
M10,Tethys,satellite,Saturn,INGESTED_JPL_MEAN_ELEMENTS,,,295000,0.001,1.1,1.887802,9.53667594,Laplace,2000-01-01.5,SAT441,JPL_SAT_MEAN_ELEMENTS,OFFICIAL_JPL,2026-09-24,"Primary-centric mean elements from JPL satellite mean-elements table; adequate for comparative descriptors, not high-fidelity ephemeris computation."
M11,Dione,satellite,Saturn,INGESTED_JPL_MEAN_ELEMENTS,,,377700,0.002,0,2.736916,9.53667594,Laplace,2000-01-01.5,SAT441,JPL_SAT_MEAN_ELEMENTS,OFFICIAL_JPL,2026-09-24,"Primary-centric mean elements from JPL satellite mean-elements table; adequate for comparative descriptors, not high-fidelity ephemeris computation."
M12,Rhea,satellite,Saturn,INGESTED_JPL_MEAN_ELEMENTS,,,527200,0.001,0.3,4.517503,9.53667594,Laplace,2000-01-01.5,SAT441,JPL_SAT_MEAN_ELEMENTS,OFFICIAL_JPL,2026-09-24,"Primary-centric mean elements from JPL satellite mean-elements table; adequate for comparative descriptors, not high-fidelity ephemeris computation."
M13,Titan,satellite,Saturn,INGESTED_JPL_MEAN_ELEMENTS,,,1221900,0.029,0.3,15.945448,9.53667594,Laplace,2000-01-01.5,SAT441,JPL_SAT_MEAN_ELEMENTS,OFFICIAL_JPL,2026-09-24,"Primary-centric mean elements from JPL satellite mean-elements table; adequate for comparative descriptors, not high-fidelity ephemeris computation."
M14,Iapetus,satellite,Saturn,INGESTED_JPL_MEAN_ELEMENTS,,,3561700,0.028,7.6,79.331002,9.53667594,Laplace,2000-01-01.5,SAT441,JPL_SAT_MEAN_ELEMENTS,OFFICIAL_JPL,2026-09-24,"Primary-centric mean elements from JPL satellite mean-elements table; adequate for comparative descriptors, not high-fidelity ephemeris computation."
M15,Miranda,satellite,Uranus,INGESTED_JPL_MEAN_ELEMENTS,,,129846,0.001,4.4,1.413479,19.18916464,equatorial,2000-01-01.5,URA182,JPL_SAT_MEAN_ELEMENTS,OFFICIAL_JPL,2026-09-24,"Primary-centric mean elements from JPL satellite mean-elements table; adequate for comparative descriptors, not high-fidelity ephemeris computation."
M16,Ariel,satellite,Uranus,INGESTED_JPL_MEAN_ELEMENTS,,,190929,0.001,0,2.520379,19.18916464,equatorial,2000-01-01.5,URA182,JPL_SAT_MEAN_ELEMENTS,OFFICIAL_JPL,2026-09-24,"Primary-centric mean elements from JPL satellite mean-elements table; adequate for comparative descriptors, not high-fidelity ephemeris computation."
M17,Umbriel,satellite,Uranus,INGESTED_JPL_MEAN_ELEMENTS,,,265986,0.004,0.1,4.144177,19.18916464,equatorial,2000-01-01.5,URA182,JPL_SAT_MEAN_ELEMENTS,OFFICIAL_JPL,2026-09-24,"Primary-centric mean elements from JPL satellite mean-elements table; adequate for comparative descriptors, not high-fidelity ephemeris computation."
M18,Titania,satellite,Uranus,INGESTED_JPL_MEAN_ELEMENTS,,,436298,0.002,0.1,8.705869,19.18916464,equatorial,2000-01-01.5,URA182,JPL_SAT_MEAN_ELEMENTS,OFFICIAL_JPL,2026-09-24,"Primary-centric mean elements from JPL satellite mean-elements table; adequate for comparative descriptors, not high-fidelity ephemeris computation."
M19,Oberon,satellite,Uranus,INGESTED_JPL_MEAN_ELEMENTS,,,583511,0.002,0.1,13.463237,19.18916464,equatorial,2000-01-01.5,URA182,JPL_SAT_MEAN_ELEMENTS,OFFICIAL_JPL,2026-09-24,"Primary-centric mean elements from JPL satellite mean-elements table; adequate for comparative descriptors, not high-fidelity ephemeris computation."
M20,Triton,satellite,Neptune,INGESTED_JPL_MEAN_ELEMENTS,,,354800,0,157.3,5.876994,30.06992276,Laplace,2000-01-01.5,NEP097,JPL_SAT_MEAN_ELEMENTS,OFFICIAL_JPL,2026-09-24,"Primary-centric mean elements from JPL satellite mean-elements table; adequate for comparative descriptors, not high-fidelity ephemeris computation."
M21,Charon,satellite,Pluto,INGESTED_JPL_MEAN_ELEMENTS,,,19600,0,0,6.387222,39.4646693,equatorial,2000-01-01.5,PLU060,JPL_SAT_MEAN_ELEMENTS,OFFICIAL_JPL,2026-09-24,"Primary-centric mean elements from JPL satellite mean-elements table; adequate for comparative descriptors, not high-fidelity ephemeris computation."
S01,Vesta,small_body,Sun,INGESTED_PRIORITY10,2.36151,OFFICIAL_STATIC_ORBIT,,0.098758,6.39234,,2.36151,heliocentric/ecliptic as source,source-specific,source publication/static product,NASA_PDS_VESTA,OFFICIAL_STATIC_ORBIT,2026-09-24,Readiness priority-10 orbit; source-specific published/static semimajor axis. Not a uniform-epoch Horizons solution.
S02,Pallas,small_body,Sun,INGESTED_PRIORITY10,2.7721532,OFFICIAL_STATIC_ORBIT,,0.23099956,34.84090,,2.7721532,heliocentric/ecliptic as source,source-specific,source publication/static product,JPL_SB_ELEMENT_PALLAS,OFFICIAL_STATIC_ORBIT,2026-09-24,Readiness priority-10 orbit; source-specific published/static semimajor axis. Not a uniform-epoch Horizons solution.
S03,Hygiea,small_body,Sun,INGESTED_PRIORITY10,3.141,PEER_REVIEWED_ORBIT,,0.113,3.832,,3.141,heliocentric/ecliptic as source,source-specific,source publication/static product,HYGIEA_ORBIT_PEER_REVIEWED,PEER_REVIEWED_ORBIT,2026-09-24,Readiness priority-10 orbit; source-specific published/static semimajor axis. Not a uniform-epoch Horizons solution.
S04,Interamnia,small_body,Sun,INGESTED_PRIORITY10,3.056,PEER_REVIEWED_ORBIT,,0.155,17.311,,3.056,heliocentric/ecliptic as source,source-specific,source publication/static product,INTERAMNIA_ORBIT_2023,PEER_REVIEWED_ORBIT,2026-09-24,Readiness priority-10 orbit; source-specific published/static semimajor axis. Not a uniform-epoch Horizons solution.
S05,Eros,small_body,Sun,INGESTED_PRIORITY10,1.4579,OFFICIAL_STATIC_ORBIT,,0.2226,10.828,,1.4579,heliocentric/ecliptic as source,source-specific,source publication/static product,NASA_PDS_EROS,OFFICIAL_STATIC_ORBIT,2026-09-24,Readiness priority-10 orbit; source-specific published/static semimajor axis. Not a uniform-epoch Horizons solution.
S06,Bennu,small_body,Sun,INGESTED_PRIORITY10,1.1264,OFFICIAL_STATIC_ORBIT,,0.21145,5.0415,,1.1264,heliocentric/ecliptic as source,source-specific,source publication/static product,NASA_PDS_BENNU,OFFICIAL_STATIC_ORBIT,2026-09-24,Readiness priority-10 orbit; source-specific published/static semimajor axis. Not a uniform-epoch Horizons solution.
S07,Ryugu,small_body,Sun,INGESTED_PRIORITY10,1.1896,OFFICIAL_STATIC_ORBIT,,0.1902,5.8837,,1.1896,heliocentric/ecliptic as source,source-specific,source publication/static product,NASA_PDS_RYUGU,OFFICIAL_STATIC_ORBIT,2026-09-24,Readiness priority-10 orbit; source-specific published/static semimajor axis. Not a uniform-epoch Horizons solution.
S08,Itokawa,small_body,Sun,INGESTED_PRIORITY10,1.3241,OFFICIAL_STATIC_ORBIT,,0.2801,1.6214,,1.3241,heliocentric/ecliptic as source,source-specific,source publication/static product,NASA_PDS_ITOKAWA,OFFICIAL_STATIC_ORBIT,2026-09-24,Readiness priority-10 orbit; source-specific published/static semimajor axis. Not a uniform-epoch Horizons solution.
S09,Quaoar,small_body,Sun,INGESTED_PRIORITY10,43.51,PEER_REVIEWED_ORBIT,,0.035,7.98,,43.51,heliocentric/ecliptic as source,source-specific,source publication/static product,QUAOAR_ORBIT_2013,PEER_REVIEWED_ORBIT,2026-09-24,Readiness priority-10 orbit; source-specific published/static semimajor axis. Not a uniform-epoch Horizons solution.
S10,Orcus,small_body,Sun,INGESTED_PRIORITY10,39.3,PEER_REVIEWED_ORBIT,,0.22,20.5,,39.3,heliocentric/ecliptic as source,source-specific,source publication/static product,ORCUS_ORBIT_2019,PEER_REVIEWED_ORBIT,2026-09-24,Readiness priority-10 orbit; source-specific published/static semimajor axis. Not a uniform-epoch Horizons solution.
S11,Sedna,small_body,Sun,NA_NOT_INGESTED,,,,,,,,,,,JPL_SBDB_API_PLANNED,OFFICIAL_JPL,2026-09-24,Small-body osculating elements pending frozen SBDB snapshot; no orbit numbers fabricated.
S12,Gonggong,small_body,Sun,NA_NOT_INGESTED,,,,,,,,,,,JPL_SBDB_API_PLANNED,OFFICIAL_JPL,2026-09-24,Small-body osculating elements pending frozen SBDB snapshot; no orbit numbers fabricated.
S13,Salacia,small_body,Sun,NA_NOT_INGESTED,,,,,,,,,,,JPL_SBDB_API_PLANNED,OFFICIAL_JPL,2026-09-24,Small-body osculating elements pending frozen SBDB snapshot; no orbit numbers fabricated.
S14,Varda,small_body,Sun,NA_NOT_INGESTED,,,,,,,,,,,JPL_SBDB_API_PLANNED,OFFICIAL_JPL,2026-09-24,Small-body osculating elements pending frozen SBDB snapshot; no orbit numbers fabricated.
S15,Ixion,small_body,Sun,NA_NOT_INGESTED,,,,,,,,,,,JPL_SBDB_API_PLANNED,OFFICIAL_JPL,2026-09-24,Small-body osculating elements pending frozen SBDB snapshot; no orbit numbers fabricated.
S16,Varuna,small_body,Sun,NA_NOT_INGESTED,,,,,,,,,,,JPL_SBDB_API_PLANNED,OFFICIAL_JPL,2026-09-24,Small-body osculating elements pending frozen SBDB snapshot; no orbit numbers fabricated.
