case_id,name,official_class,composition_state,composition_value,composition_source_key,atmosphere_state,atmosphere_value,atmosphere_source_key,differentiation_state,differentiation_value,differentiation_source_key,geologic_activity_state,geologic_activity_value,geologic_activity_source_key,ocean_state,ocean_value,ocean_source_key,tidal_heating_state,tidal_heating_value,tidal_heating_source_key,coding_batch,coding_notes,review_status
M04,Io,satellite,STRONGLY_CONSTRAINED,ROCK_METAL,NASA_IO_FACTS,DIRECT_MEASURED,COLLISIONAL_THIN,NASA_IO_FACTS,MODEL_INFERRED,DIFFERENTIATED,NASA_IO_FACTS,DIRECT_MEASURED,CURRENT_OR_RECENT,NASA_IO_FACTS,PENDING_REVIEW,,,STRONGLY_CONSTRAINED,DOMINANT,NASA_IO_FACTS,MOON_BOUNDARY_02_2026-09-24,Boundary/moon batch coded from NASA mission/facts sources under the frozen protocol.,UNEXPOSED_TO_QCA_RESULT
M05,Europa,satellite,STRONGLY_CONSTRAINED,ROCK_ICE_MIXED,NASA_EUROPA_FACTS,STRONGLY_CONSTRAINED,EXOSPHERE_TRACE,NASA_EUROPA_FACTS,MODEL_INFERRED,DIFFERENTIATED,NASA_EUROPA_FACTS,NA_UNCERTAIN,UNCERTAIN,NASA_EUROPA_FACTS,STRONGLY_CONSTRAINED,STRONG_EVIDENCE,NASA_EUROPA_FACTS,STRONGLY_CONSTRAINED,IMPORTANT,NASA_EUROPA_FACTS,MOON_BOUNDARY_02_2026-09-24,Boundary/moon batch coded from NASA mission/facts sources under the frozen protocol.,UNEXPOSED_TO_QCA_RESULT
M06,Ganymede,satellite,STRONGLY_CONSTRAINED,ROCK_ICE_MIXED,NASA_GANYMEDE_FACTS,STRONGLY_CONSTRAINED,EXOSPHERE_TRACE,NASA_GANYMEDE_FACTS,STRONGLY_CONSTRAINED,DIFFERENTIATED,NASA_GANYMEDE_FACTS,PENDING_REVIEW,,,STRONGLY_CONSTRAINED,STRONG_EVIDENCE,NASA_GANYMEDE_FACTS,PENDING_REVIEW,,,MOON_BOUNDARY_02_2026-09-24,Boundary/moon batch coded from NASA mission/facts sources under the frozen protocol.,UNEXPOSED_TO_QCA_RESULT
M07,Callisto,satellite,STRONGLY_CONSTRAINED,ROCK_ICE_MIXED,NASA_CALLISTO_FACTS,DIRECT_MEASURED,EXOSPHERE_TRACE,NASA_CALLISTO_FACTS,MODEL_INFERRED,PARTIAL_OR_UNCERTAIN,NASA_CALLISTO_FACTS,STRONGLY_CONSTRAINED,NONE_DETECTED,NASA_CALLISTO_FACTS,NA_UNCERTAIN,CANDIDATE,NASA_CALLISTO_FACTS,PENDING_REVIEW,,,MOON_BOUNDARY_02_2026-09-24,Boundary/moon batch coded from NASA mission/facts sources under the frozen protocol.,UNEXPOSED_TO_QCA_RESULT
M08,Mimas,satellite,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,,,UNEXPOSED_TO_QCA_RESULT
M09,Enceladus,satellite,STRONGLY_CONSTRAINED,ROCK_ICE_MIXED,NASA_ENCELADUS_OVERVIEW,PENDING_REVIEW,,,STRONGLY_CONSTRAINED,DIFFERENTIATED,NASA_ENCELADUS_OVERVIEW,DIRECT_MEASURED,CURRENT_OR_RECENT,NASA_ENCELADUS_OVERVIEW,STRONGLY_CONSTRAINED,CONFIRMED_OR_NEAR_CONSENSUS,NASA_ENCELADUS_OVERVIEW,STRONGLY_CONSTRAINED,IMPORTANT,NASA_ENCELADUS_OVERVIEW,MOON_BOUNDARY_02_2026-09-24,Boundary/moon batch coded from NASA mission/facts sources under the frozen protocol. Atmosphere remains pending because plume/gas-envelope evidence is not automatically equated with a gravitationally bound atmosphere.,UNEXPOSED_TO_QCA_RESULT
M10,Tethys,satellite,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,,,UNEXPOSED_TO_QCA_RESULT
M11,Dione,satellite,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,,,UNEXPOSED_TO_QCA_RESULT
M12,Rhea,satellite,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,,,UNEXPOSED_TO_QCA_RESULT
M13,Titan,satellite,MODEL_INFERRED,ROCK_ICE_MIXED,NASA_TITAN_FACTS,DIRECT_MEASURED,SUBSTANTIAL,NASA_TITAN_FACTS,MODEL_INFERRED,DIFFERENTIATED,NASA_TITAN_FACTS,STRONGLY_CONSTRAINED,CURRENT_OR_RECENT,NASA_TITAN_FACTS,STRONGLY_CONSTRAINED,STRONG_EVIDENCE,NASA_TITAN_FACTS,PENDING_REVIEW,,,MOON_BOUNDARY_02_2026-09-24,Boundary/moon batch coded from NASA mission/facts sources under the frozen protocol.,UNEXPOSED_TO_QCA_RESULT
M14,Iapetus,satellite,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,,,UNEXPOSED_TO_QCA_RESULT
M15,Miranda,satellite,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,,,UNEXPOSED_TO_QCA_RESULT
M16,Ariel,satellite,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,,,UNEXPOSED_TO_QCA_RESULT
M17,Umbriel,satellite,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,,,UNEXPOSED_TO_QCA_RESULT
M18,Titania,satellite,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,,,UNEXPOSED_TO_QCA_RESULT
M19,Oberon,satellite,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,,,UNEXPOSED_TO_QCA_RESULT
M20,Triton,satellite,STRONGLY_CONSTRAINED,ROCK_ICE_MIXED,NASA_TRITON_OVERVIEW,DIRECT_MEASURED,COLLISIONAL_THIN,NASA_TRITON_OVERVIEW,MODEL_INFERRED,DIFFERENTIATED,NASA_TRITON_OVERVIEW,DIRECT_MEASURED,CURRENT_OR_RECENT,NASA_TRITON_OVERVIEW,PENDING_REVIEW,,,PENDING_REVIEW,,,MOON_BOUNDARY_02_2026-09-24,Boundary/moon batch coded from NASA mission/facts sources under the frozen protocol.,UNEXPOSED_TO_QCA_RESULT
M21,Charon,satellite,MODEL_INFERRED,ROCK_ICE_MIXED,NASA_NTRS_PLUTO_CHARON_GEOLOGY,EVIDENCE_OF_ABSENCE,NONE_OR_NEGLIGIBLE,NASA_NH_PLUTO_CHARON_BLOG,PENDING_REVIEW,,,STRONGLY_CONSTRAINED,PAST_ONLY,NASA_NTRS_PLUTO_CHARON_GEOLOGY,PENDING_REVIEW,,,PENDING_REVIEW,,,MOON_BOUNDARY_02_2026-09-24,Boundary/moon batch coded from NASA mission/facts sources under the frozen protocol. Paleo-ocean evidence is recorded conceptually but does not populate current ocean_value.,UNEXPOSED_TO_QCA_RESULT
S01,Vesta,small_body,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,,,UNEXPOSED_TO_QCA_RESULT
S02,Pallas,small_body,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,,,UNEXPOSED_TO_QCA_RESULT
S03,Hygiea,small_body,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,,,UNEXPOSED_TO_QCA_RESULT
S04,Interamnia,small_body,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,,,UNEXPOSED_TO_QCA_RESULT
S05,Eros,small_body,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,,,UNEXPOSED_TO_QCA_RESULT
S06,Bennu,small_body,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,,,UNEXPOSED_TO_QCA_RESULT
S07,Ryugu,small_body,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,,,UNEXPOSED_TO_QCA_RESULT
S08,Itokawa,small_body,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,,,UNEXPOSED_TO_QCA_RESULT
S09,Quaoar,small_body,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,,,UNEXPOSED_TO_QCA_RESULT
S10,Orcus,small_body,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,,,UNEXPOSED_TO_QCA_RESULT
S11,Sedna,small_body,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,,,UNEXPOSED_TO_QCA_RESULT
S12,Gonggong,small_body,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,,,UNEXPOSED_TO_QCA_RESULT
S13,Salacia,small_body,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,,,UNEXPOSED_TO_QCA_RESULT
S14,Varda,small_body,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,,,UNEXPOSED_TO_QCA_RESULT
S15,Ixion,small_body,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,,,UNEXPOSED_TO_QCA_RESULT
S16,Varuna,small_body,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,PENDING_REVIEW,,,,,UNEXPOSED_TO_QCA_RESULT
