person_id,canonical_name,birth_year,death_year,second_review_status,second_review_openalex_ids,second_reviewer,mh_blinded_at_second_review,second_review_date,notes
cv_Q104271,Michael Theunissen,1932,2015,VERIFIED_SINGLE,A5067845805,"AI:gpt-oss-120b (isolated second-review surface, temperature 0)",true,2026-09-19,"Evidence: Wikidata: Michael Theunissen (1932‑2015), German philosopher. OpenAlex author A5067845805 publishes philosophy works (Nietzsche, Husserl, Heidegger) matching field and dates. Other IDs have unrelated science or AI topics, indicating collisions. Selected correct philosopher profile."
cv_Q56329881,Armin Buschauer,1955,2017,VERIFIED_SINGLE,A5007797524,"AI:gpt-oss-120b (isolated second-review surface, temperature 0)",true,2026-09-19,"Evidence: VIAF 306372921, pharmacist, Univ. Regensburg. OpenAlex: ORCID matches, works on drug transport, chemistry. Conflicts: none. Sources: VIAF, OpenAlex profile."
cv_Q47216729,Alfonso W. Quiroz,1956,2013,VERIFIED_SINGLE,A5073210039,"AI:gpt-oss-120b (isolated second-review surface, temperature 0)",true,2026-09-19,"Evidence: VIAF 34528358, historian, Peru. OpenAlex: ORCID present, works on Peruvian history, topics match. Conflicts: other IDs are different fields. Sources: VIAF, OpenAlex."
cv_Q1912572,Max Gerlach,1861,1940,NO_GRAPH_RECORD,,"AI:gpt-oss-120b (isolated second-review surface, temperature 0)",true,2026-09-19,"Evidence: VIAF 80774160, chemist 1861‑1940. OpenAlex candidates are modern biomedical or physics authors, none match historic chemistry. Conflicts: candidate topics/years incompatible. Sources: VIAF, OpenAlex."
cv_Q108651,Valentin Haecker,1864,1927,VERIFIED_SINGLE,A5082428775,"AI:gpt-oss-120b (isolated second-review surface, temperature 0)",true,2026-09-19,"Evidence: VIAF 17971929, zoologist, 1864‑1927, German universities. OpenAlex: works 1911‑1929 on inheritance, birds, match fields. Conflicts: none. Sources: VIAF, OpenAlex."
cv_Q16945536,Algot Werin,1892,1975,VERIFIED_CLUSTER,A5040398759;A5076154763;A5148273427,"AI:gpt-oss-120b (isolated second-review surface, temperature 0)",true,2026-09-19,"Evidence: Wikidata lists Werin as literary historian (1892‑1975). OpenAlex IDs A5040398759 (1962 Ekelund), A5076154763 (1938 Idealism), A5148273427 (editorial Samlade skrifter) match his field and career dates. A5045229833 focuses German literature, likely a different scholar. Sources: OpenAlex author pages, VIAF 52493591."
cv_Q594723,Anton Tautscher,1906,1976,VERIFIED_CLUSTER,A5028266044;A5074476770,"AI:gpt-oss-120b (isolated second-review surface, temperature 0)",true,2026-09-19,"Evidence: Wikidata shows Tautscher as Austrian economist (1906‑1976). OpenAlex A5028266044 (13 econ works 1941‑1978) and A5074476770 (1961 handbook) align with his career. A5081201328 (Spanish labor‑law focus) mismatches field, excluded. Sources: OpenAlex author pages, VIAF 29904772."
cv_Q118326,Ernst Rexer,1902,1983,VERIFIED_CLUSTER,A5002011970;A5003181856;A5147921722,"AI:gpt-oss-120b (isolated second-review surface, temperature 0)",true,2026-09-19,"Evidence: Wikidata lists Rexer as German physicist (1902‑1983) in nuclear physics. OpenAlex A5002011970 (13 works on crystals, radiation 1931‑1965), A5003181856 (Dresden institute 1966), A5147921722 (preface 1966) all fit his field and affiliations. Sources: OpenAlex author pages, VIAF 171404617."
cv_Q5294283,Donald E. Graves,1929,2008,NO_GRAPH_RECORD,,"AI:gpt-oss-120b (isolated second-review surface, temperature 0)",true,2026-09-19,"Evidence: Wikidata describes Graves as American intelligence analyst (1929‑2008). All OpenAlex candidates (A5078823003, A5099221401, A5099041810) publish Canadian‑history works, unrelated to intelligence analysis. No suitable OpenAlex record found. Sources: OpenAlex author pages, Wikidata."
cv_Q693932,Arnim Bechmann,1943,2014,VERIFIED_CLUSTER,A5047717282;A5050704155;A5117838490,"AI:gpt-oss-120b (isolated second-review surface, temperature 0)",true,2026-09-19,"Evidence: VIAF, ISNI, LCNAF list economist. OpenAlex: three IDs have works on decision analysis, environmental assessment, and landscape economics (1970s‑2000s) matching career. Conflicts: none. Sources: VIAF 85294860, OpenAlex author pages."
cv_Q1393663,Peter Rice,1935,1992,NO_GRAPH_RECORD,,"AI:gpt-oss-120b (isolated second-review surface, temperature 0)",true,2026-09-19,"Evidence: Wikidata describes Irish structural engineer (1935‑1992). OpenAlex candidates are in bioinformatics, immunology, chemistry, not engineering. No matching author record. Conflicts: none. Sources: Wikidata Q1393663, OpenAlex author list."
cv_Q15440160,Hans Arnsperger,1872,1955,VERIFIED_CLUSTER,A5011649383;A5098595922;A5014453695,"AI:gpt-oss-120b (isolated second-review surface, temperature 0)",true,2026-09-19,"Evidence: VIAF, ISNI list internist. OpenAlex: three IDs (Hans Arnsperger, Hans Arnsperger, Hans Emil Rudolph Arnsperger) have early 1900s medical imaging works consistent with internist career. Conflicts: none. Sources: VIAF 171930742, OpenAlex author pages."
cv_Q95927,Robert Gaupp,1870,1953,VERIFIED_CLUSTER,A5110908379;A5037385437,"AI:gpt-oss-120b (isolated second-review surface, temperature 0)",true,2026-09-19,"Evidence: Wikidata, VIAF list psychiatrist (1870‑1953). OpenAlex: two IDs (A5110908379, A5037385437) contain psychiatric works from 1910‑1954 matching timeline. Likely split fragments of same person. Conflicts: none. Sources: VIAF 27178690, OpenAlex author pages."
