tradition_id,source_id,packet_id,motif_id,motif_family,witness_scope,source_state,adjudication_basis,analysis_excluded,exclusion_reason,passage_locator,source_url
HEB_GEN,SRC_HEB_FLOOD,P_FLOOD_GEN,FLOOD_POST_RITUAL,flood,in-window,present,A_B_agree,false,,Genesis 6-9,https://www.sefaria.org/Genesis.7-9
HEB_GEN,SRC_HEB_FLOOD,P_FLOOD_GEN,FLOOD_REPOPULATION,flood,in-window,present,A_B_agree,false,,Genesis 6-9,https://www.sefaria.org/Genesis.7-9
CHN_WS_HAN,SRC_CHN_YAO,P_FLOOD_YAO,FLOOD_DSTR_INUNDATION,flood,inherited_or_transmitted,present,A_B_agree,false,,"Shang Shu, Canon of Yao, flood appointment passage",https://ctext.org/shang-shu/canon-of-yao/zhs
CHN_WS_HAN,SRC_CHN_YAO,P_FLOOD_YAO,FLOOD_EXTERMINATORY,flood,inherited_or_transmitted,absent,A_B_agree,false,,"Shang Shu, Canon of Yao, flood appointment passage",https://ctext.org/shang-shu/canon-of-yao/zhs
CHN_WS_HAN,SRC_CHN_YAO,P_FLOOD_YAO,FLOOD_WARNING,flood,inherited_or_transmitted,absent,A_B_agree,false,,"Shang Shu, Canon of Yao, flood appointment passage",https://ctext.org/shang-shu/canon-of-yao/zhs
CHN_WS_HAN,SRC_CHN_YAO,P_FLOOD_YAO,FLOOD_SELECTED_SURVIVOR,flood,inherited_or_transmitted,absent,A_B_agree,false,,"Shang Shu, Canon of Yao, flood appointment passage",https://ctext.org/shang-shu/canon-of-yao/zhs
CHN_WS_HAN,SRC_CHN_YAO,P_FLOOD_YAO,FLOOD_VESSEL,flood,inherited_or_transmitted,absent,A_B_agree,false,,"Shang Shu, Canon of Yao, flood appointment passage",https://ctext.org/shang-shu/canon-of-yao/zhs
CHN_WS_HAN,SRC_CHN_YAO,P_FLOOD_YAO,FLOOD_HIGH_REFUGE,flood,inherited_or_transmitted,absent,A_B_agree,false,,"Shang Shu, Canon of Yao, flood appointment passage",https://ctext.org/shang-shu/canon-of-yao/zhs
CHN_WS_HAN,SRC_CHN_YAO,P_FLOOD_YAO,FLOOD_POST_RITUAL,flood,inherited_or_transmitted,absent,A_B_agree,false,,"Shang Shu, Canon of Yao, flood appointment passage",https://ctext.org/shang-shu/canon-of-yao/zhs
CHN_WS_HAN,SRC_CHN_YAO,P_FLOOD_YAO,FLOOD_REPOPULATION,flood,inherited_or_transmitted,absent,A_B_agree,false,,"Shang Shu, Canon of Yao, flood appointment passage",https://ctext.org/shang-shu/canon-of-yao/zhs
CHN_WS_HAN,SRC_CHN_NUWA,P_FLOOD_NUWA,FLOOD_DSTR_INUNDATION,flood,in-window,present,A_B_agree,false,,"Huainanzi, Lan Ming Xun, Nüwa cosmic catastrophe passage",https://ctext.org/huainanzi/lan-ming-xun/ens
CHN_WS_HAN,SRC_CHN_NUWA,P_FLOOD_NUWA,FLOOD_EXTERMINATORY,flood,in-window,absent,A_B_agree,false,,"Huainanzi, Lan Ming Xun, Nüwa cosmic catastrophe passage",https://ctext.org/huainanzi/lan-ming-xun/ens
CHN_WS_HAN,SRC_CHN_NUWA,P_FLOOD_NUWA,FLOOD_WARNING,flood,in-window,absent,A_B_agree,false,,"Huainanzi, Lan Ming Xun, Nüwa cosmic catastrophe passage",https://ctext.org/huainanzi/lan-ming-xun/ens
CHN_WS_HAN,SRC_CHN_NUWA,P_FLOOD_NUWA,FLOOD_SELECTED_SURVIVOR,flood,in-window,absent,A_B_agree,false,,"Huainanzi, Lan Ming Xun, Nüwa cosmic catastrophe passage",https://ctext.org/huainanzi/lan-ming-xun/ens
CHN_WS_HAN,SRC_CHN_NUWA,P_FLOOD_NUWA,FLOOD_VESSEL,flood,in-window,absent,A_B_agree,false,,"Huainanzi, Lan Ming Xun, Nüwa cosmic catastrophe passage",https://ctext.org/huainanzi/lan-ming-xun/ens
CHN_WS_HAN,SRC_CHN_NUWA,P_FLOOD_NUWA,FLOOD_HIGH_REFUGE,flood,in-window,absent,A_B_agree,false,,"Huainanzi, Lan Ming Xun, Nüwa cosmic catastrophe passage",https://ctext.org/huainanzi/lan-ming-xun/ens
CHN_WS_HAN,SRC_CHN_NUWA,P_FLOOD_NUWA,FLOOD_POST_RITUAL,flood,in-window,absent,A_B_agree,false,,"Huainanzi, Lan Ming Xun, Nüwa cosmic catastrophe passage",https://ctext.org/huainanzi/lan-ming-xun/ens
CHN_WS_HAN,SRC_CHN_NUWA,P_FLOOD_NUWA,FLOOD_REPOPULATION,flood,in-window,absent,A_B_agree,false,,"Huainanzi, Lan Ming Xun, Nüwa cosmic catastrophe passage",https://ctext.org/huainanzi/lan-ming-xun/ens
VED_RV,SRC_VED_INDRA,P_DIV_RV132,DIV_SUCCESSION_YOUNGER_OLDER,divine_conflict,in-window,absent,A_B_agree,false,,Rigveda 1.32,https://www.gretil.uni-goettingen.de/gretil/corpustei/transformations/html/sa_RgvedasaMhitApadapATha.htm
VED_RV,SRC_VED_INDRA,P_DIV_RV132,DIV_FATHER_SON,divine_conflict,in-window,absent,A_B_agree,false,,Rigveda 1.32,https://www.gretil.uni-goettingen.de/gretil/corpustei/transformations/html/sa_RgvedasaMhitApadapATha.htm
VED_RV,SRC_VED_INDRA,P_DIV_RV132,DIV_STORM_SERPENT,divine_conflict,in-window,present,A_B_agree,false,,Rigveda 1.32,https://www.gretil.uni-goettingen.de/gretil/corpustei/transformations/html/sa_RgvedasaMhitApadapATha.htm
VED_RV,SRC_VED_INDRA,P_DIV_RV132,DIV_STORM_SEA,divine_conflict,in-window,absent,A_B_agree,false,,Rigveda 1.32,https://www.gretil.uni-goettingen.de/gretil/corpustei/transformations/html/sa_RgvedasaMhitApadapATha.htm
VED_RV,SRC_VED_INDRA,P_DIV_RV132,DIV_BODY_TO_COSMOS,divine_conflict,in-window,absent,A_B_agree,false,,Rigveda 1.32,https://www.gretil.uni-goettingen.de/gretil/corpustei/transformations/html/sa_RgvedasaMhitApadapATha.htm
VED_RV,SRC_VED_INDRA,P_DIV_RV132,DIV_COUNCIL,divine_conflict,in-window,absent,A_B_agree,false,,Rigveda 1.32,https://www.gretil.uni-goettingen.de/gretil/corpustei/transformations/html/sa_RgvedasaMhitApadapATha.htm
VED_RV,SRC_VED_INDRA,P_DIV_RV132,DIV_KINGSHIP_TRANSFER,divine_conflict,in-window,absent,A_B_agree,false,,Rigveda 1.32,https://www.gretil.uni-goettingen.de/gretil/corpustei/transformations/html/sa_RgvedasaMhitApadapATha.htm
VED_RV,SRC_VED_INDRA,P_DIV_RV132,DIV_PRIMORDIAL_REBELLION,divine_conflict,in-window,absent,A_B_agree,false,,Rigveda 1.32,https://www.gretil.uni-goettingen.de/gretil/corpustei/transformations/html/sa_RgvedasaMhitApadapATha.htm
GRC_ARCH,SRC_GRC_THEO,P_DIV_HES_SUCC,DIV_SUCCESSION_YOUNGER_OLDER,divine_conflict,in-window,absent,v0.1.1_adjudication,false,,Hesiod Theogony 453-500,https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0130%3Acard%3D453
GRC_ARCH,SRC_GRC_THEO,P_DIV_HES_SUCC,DIV_FATHER_SON,divine_conflict,in-window,present,A_B_agree,false,,Hesiod Theogony 453-500,https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0130%3Acard%3D453
GRC_ARCH,SRC_GRC_THEO,P_DIV_HES_SUCC,DIV_STORM_SERPENT,divine_conflict,in-window,absent,A_B_agree,false,,Hesiod Theogony 453-500,https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0130%3Acard%3D453
GRC_ARCH,SRC_GRC_THEO,P_DIV_HES_SUCC,DIV_STORM_SEA,divine_conflict,in-window,absent,A_B_agree,false,,Hesiod Theogony 453-500,https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0130%3Acard%3D453
GRC_ARCH,SRC_GRC_THEO,P_DIV_HES_SUCC,DIV_BODY_TO_COSMOS,divine_conflict,in-window,absent,A_B_agree,false,,Hesiod Theogony 453-500,https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0130%3Acard%3D453
GRC_ARCH,SRC_GRC_THEO,P_DIV_HES_SUCC,DIV_COUNCIL,divine_conflict,in-window,absent,v0.1.1_adjudication,false,,Hesiod Theogony 453-500,https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0130%3Acard%3D453
GRC_ARCH,SRC_GRC_THEO,P_DIV_HES_SUCC,DIV_KINGSHIP_TRANSFER,divine_conflict,in-window,absent,v0.1.1_adjudication,false,,Hesiod Theogony 453-500,https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0130%3Acard%3D453
GRC_ARCH,SRC_GRC_THEO,P_DIV_HES_SUCC,DIV_PRIMORDIAL_REBELLION,divine_conflict,in-window,absent,v0.1.1_adjudication,false,,Hesiod Theogony 453-500,https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0130%3Acard%3D453
GRC_ARCH,SRC_GRC_THEO,P_DIV_HES_TYPH,DIV_SUCCESSION_YOUNGER_OLDER,divine_conflict,in-window,absent,A_B_agree,false,,Hesiod Theogony 820-868,https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0130%3Acard%3D853
GRC_ARCH,SRC_GRC_THEO,P_DIV_HES_TYPH,DIV_FATHER_SON,divine_conflict,in-window,absent,A_B_agree,false,,Hesiod Theogony 820-868,https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0130%3Acard%3D853
GRC_ARCH,SRC_GRC_THEO,P_DIV_HES_TYPH,DIV_STORM_SERPENT,divine_conflict,in-window,present,A_B_agree,false,,Hesiod Theogony 820-868,https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0130%3Acard%3D853
GRC_ARCH,SRC_GRC_THEO,P_DIV_HES_TYPH,DIV_STORM_SEA,divine_conflict,in-window,absent,A_B_agree,false,,Hesiod Theogony 820-868,https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0130%3Acard%3D853
GRC_ARCH,SRC_GRC_THEO,P_DIV_HES_TYPH,DIV_BODY_TO_COSMOS,divine_conflict,in-window,absent,A_B_agree,false,,Hesiod Theogony 820-868,https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0130%3Acard%3D853
GRC_ARCH,SRC_GRC_THEO,P_DIV_HES_TYPH,DIV_COUNCIL,divine_conflict,in-window,absent,A_B_agree,false,,Hesiod Theogony 820-868,https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0130%3Acard%3D853
GRC_ARCH,SRC_GRC_THEO,P_DIV_HES_TYPH,DIV_KINGSHIP_TRANSFER,divine_conflict,in-window,absent,A_B_agree,false,,Hesiod Theogony 820-868,https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0130%3Acard%3D853
GRC_ARCH,SRC_GRC_THEO,P_DIV_HES_TYPH,DIV_PRIMORDIAL_REBELLION,divine_conflict,in-window,absent,v0.1.1_adjudication,false,,Hesiod Theogony 820-868,https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0130%3Acard%3D853
UGARIT_LBA,SRC_UGAR_BAAL,P_DIV_BAAL,DIV_SUCCESSION_YOUNGER_OLDER,divine_conflict,in-window,absent,A_B_agree,false,,Baal Cycle KTU 1.2 IV (Baal-Yam conflict),https://brill.com/display/title/1061?language=en
UGARIT_LBA,SRC_UGAR_BAAL,P_DIV_BAAL,DIV_FATHER_SON,divine_conflict,in-window,absent,A_B_agree,false,,Baal Cycle KTU 1.2 IV (Baal-Yam conflict),https://brill.com/display/title/1061?language=en
UGARIT_LBA,SRC_UGAR_BAAL,P_DIV_BAAL,DIV_STORM_SERPENT,divine_conflict,in-window,absent,A_B_agree,false,,Baal Cycle KTU 1.2 IV (Baal-Yam conflict),https://brill.com/display/title/1061?language=en
UGARIT_LBA,SRC_UGAR_BAAL,P_DIV_BAAL,DIV_STORM_SEA,divine_conflict,in-window,present,A_B_agree,false,,Baal Cycle KTU 1.2 IV (Baal-Yam conflict),https://brill.com/display/title/1061?language=en
UGARIT_LBA,SRC_UGAR_BAAL,P_DIV_BAAL,DIV_BODY_TO_COSMOS,divine_conflict,in-window,absent,A_B_agree,false,,Baal Cycle KTU 1.2 IV (Baal-Yam conflict),https://brill.com/display/title/1061?language=en
UGARIT_LBA,SRC_UGAR_BAAL,P_DIV_BAAL,DIV_COUNCIL,divine_conflict,in-window,absent,A_B_agree,false,,Baal Cycle KTU 1.2 IV (Baal-Yam conflict),https://brill.com/display/title/1061?language=en
UGARIT_LBA,SRC_UGAR_BAAL,P_DIV_BAAL,DIV_KINGSHIP_TRANSFER,divine_conflict,in-window,present,A_B_agree,true,coder_B exposure contamination,Baal Cycle KTU 1.2 IV (Baal-Yam conflict),https://brill.com/display/title/1061?language=en
UGARIT_LBA,SRC_UGAR_BAAL,P_DIV_BAAL,DIV_PRIMORDIAL_REBELLION,divine_conflict,in-window,absent,v0.1.1_adjudication,false,,Baal Cycle KTU 1.2 IV (Baal-Yam conflict),https://brill.com/display/title/1061?language=en
HUR_HIT_LBA,SRC_HIT_ULLI,P_DIV_ULLI,DIV_SUCCESSION_YOUNGER_OLDER,divine_conflict,in-window,absent,v0.1.1_adjudication,false,,"Song of Ullikummi; Güterbock JCS 6 (1952), p.25, third(?) tablet col. III battle passage",https://doi.org/10.2307/1359160
HUR_HIT_LBA,SRC_HIT_ULLI,P_DIV_ULLI,DIV_FATHER_SON,divine_conflict,in-window,absent,v0.1.1_adjudication,false,,"Song of Ullikummi; Güterbock JCS 6 (1952), p.25, third(?) tablet col. III battle passage",https://doi.org/10.2307/1359160
HUR_HIT_LBA,SRC_HIT_ULLI,P_DIV_ULLI,DIV_STORM_SERPENT,divine_conflict,in-window,absent,A_B_agree,false,,"Song of Ullikummi; Güterbock JCS 6 (1952), p.25, third(?) tablet col. III battle passage",https://doi.org/10.2307/1359160
HUR_HIT_LBA,SRC_HIT_ULLI,P_DIV_ULLI,DIV_STORM_SEA,divine_conflict,in-window,absent,A_B_agree,false,,"Song of Ullikummi; Güterbock JCS 6 (1952), p.25, third(?) tablet col. III battle passage",https://doi.org/10.2307/1359160
HUR_HIT_LBA,SRC_HIT_ULLI,P_DIV_ULLI,DIV_BODY_TO_COSMOS,divine_conflict,in-window,absent,A_B_agree,false,,"Song of Ullikummi; Güterbock JCS 6 (1952), p.25, third(?) tablet col. III battle passage",https://doi.org/10.2307/1359160
HUR_HIT_LBA,SRC_HIT_ULLI,P_DIV_ULLI,DIV_COUNCIL,divine_conflict,in-window,absent,v0.1.1_adjudication,false,,"Song of Ullikummi; Güterbock JCS 6 (1952), p.25, third(?) tablet col. III battle passage",https://doi.org/10.2307/1359160
HUR_HIT_LBA,SRC_HIT_ULLI,P_DIV_ULLI,DIV_KINGSHIP_TRANSFER,divine_conflict,in-window,absent,A_B_agree,false,,"Song of Ullikummi; Güterbock JCS 6 (1952), p.25, third(?) tablet col. III battle passage",https://doi.org/10.2307/1359160
HUR_HIT_LBA,SRC_HIT_ULLI,P_DIV_ULLI,DIV_PRIMORDIAL_REBELLION,divine_conflict,in-window,uncertain,A_B_agree,false,,"Song of Ullikummi; Güterbock JCS 6 (1952), p.25, third(?) tablet col. III battle passage",https://doi.org/10.2307/1359160
HEB_GEN,SRC_HEB_GEN2,P_ANTH_GEN,ANTH_EARTH_DUST,anthropogony,in-window,present,A_B_agree,false,,Genesis 2:7,https://www.sefaria.org/Genesis.2.7
HEB_GEN,SRC_HEB_GEN2,P_ANTH_GEN,ANTH_CLAY_MUD,anthropogony,in-window,absent,A_B_agree,false,,Genesis 2:7,https://www.sefaria.org/Genesis.2.7
HEB_GEN,SRC_HEB_GEN2,P_ANTH_GEN,ANTH_POTTER_FORMING,anthropogony,in-window,absent,v0.1.1_adjudication,false,,Genesis 2:7,https://www.sefaria.org/Genesis.2.7
HEB_GEN,SRC_HEB_GEN2,P_ANTH_GEN,ANTH_DIVINE_BLOOD_FLESH,anthropogony,in-window,absent,A_B_agree,false,,Genesis 2:7,https://www.sefaria.org/Genesis.2.7
HEB_GEN,SRC_HEB_GEN2,P_ANTH_GEN,ANTH_BREATH_ANIMATION,anthropogony,in-window,present,A_B_agree,false,,Genesis 2:7,https://www.sefaria.org/Genesis.2.7
HEB_GEN,SRC_HEB_GEN2,P_ANTH_GEN,ANTH_CREATED_FOR_SERVICE,anthropogony,in-window,absent,A_B_agree,false,,Genesis 2:7,https://www.sefaria.org/Genesis.2.7
HEB_GEN,SRC_HEB_GEN2,P_ANTH_GEN,ANTH_BODY_SACRIFICE,anthropogony,in-window,absent,A_B_agree,false,,Genesis 2:7,https://www.sefaria.org/Genesis.2.7
HEB_GEN,SRC_HEB_GEN2,P_ANTH_GEN,ANTH_FIRST_PAIR,anthropogony,in-window,absent,A_B_agree,false,,Genesis 2:7,https://www.sefaria.org/Genesis.2.7
AKK_OB,SRC_AKK_ATRA,P_ANTH_ATRA,ANTH_EARTH_DUST,anthropogony,in-window,absent,v0.1.1_adjudication,false,,Atrahasis Tablet I.195-240; focus I.210-226 (clay + divine flesh/blood),https://www.livius.org/sources/content/anet/104-106-the-epic-of-atrahasis/
AKK_OB,SRC_AKK_ATRA,P_ANTH_ATRA,ANTH_CLAY_MUD,anthropogony,in-window,present,A_B_agree,false,,Atrahasis Tablet I.195-240; focus I.210-226 (clay + divine flesh/blood),https://www.livius.org/sources/content/anet/104-106-the-epic-of-atrahasis/
AKK_OB,SRC_AKK_ATRA,P_ANTH_ATRA,ANTH_POTTER_FORMING,anthropogony,in-window,absent,v0.1.1_adjudication,false,,Atrahasis Tablet I.195-240; focus I.210-226 (clay + divine flesh/blood),https://www.livius.org/sources/content/anet/104-106-the-epic-of-atrahasis/
AKK_OB,SRC_AKK_ATRA,P_ANTH_ATRA,ANTH_DIVINE_BLOOD_FLESH,anthropogony,in-window,present,A_B_agree,false,,Atrahasis Tablet I.195-240; focus I.210-226 (clay + divine flesh/blood),https://www.livius.org/sources/content/anet/104-106-the-epic-of-atrahasis/
AKK_OB,SRC_AKK_ATRA,P_ANTH_ATRA,ANTH_BREATH_ANIMATION,anthropogony,in-window,absent,v0.1.1_adjudication,false,,Atrahasis Tablet I.195-240; focus I.210-226 (clay + divine flesh/blood),https://www.livius.org/sources/content/anet/104-106-the-epic-of-atrahasis/
AKK_OB,SRC_AKK_ATRA,P_ANTH_ATRA,ANTH_CREATED_FOR_SERVICE,anthropogony,in-window,present,A_B_agree,false,,Atrahasis Tablet I.195-240; focus I.210-226 (clay + divine flesh/blood),https://www.livius.org/sources/content/anet/104-106-the-epic-of-atrahasis/
AKK_OB,SRC_AKK_ATRA,P_ANTH_ATRA,ANTH_BODY_SACRIFICE,anthropogony,in-window,absent,v0.1.1_adjudication,false,,Atrahasis Tablet I.195-240; focus I.210-226 (clay + divine flesh/blood),https://www.livius.org/sources/content/anet/104-106-the-epic-of-atrahasis/
AKK_OB,SRC_AKK_ATRA,P_ANTH_ATRA,ANTH_FIRST_PAIR,anthropogony,in-window,absent,A_B_agree,false,,Atrahasis Tablet I.195-240; focus I.210-226 (clay + divine flesh/blood),https://www.livius.org/sources/content/anet/104-106-the-epic-of-atrahasis/
VED_RV,SRC_VED_RV,P_ANTH_RV1090,ANTH_EARTH_DUST,anthropogony,in-window,absent,A_B_agree,false,,Rigveda 10.90.6-16 (Purusha sacrifice and derivations),https://gretil.sub.uni-goettingen.de/gret_utfbk.htm
VED_RV,SRC_VED_RV,P_ANTH_RV1090,ANTH_CLAY_MUD,anthropogony,in-window,absent,A_B_agree,false,,Rigveda 10.90.6-16 (Purusha sacrifice and derivations),https://gretil.sub.uni-goettingen.de/gret_utfbk.htm
VED_RV,SRC_VED_RV,P_ANTH_RV1090,ANTH_POTTER_FORMING,anthropogony,in-window,absent,A_B_agree,false,,Rigveda 10.90.6-16 (Purusha sacrifice and derivations),https://gretil.sub.uni-goettingen.de/gret_utfbk.htm
VED_RV,SRC_VED_RV,P_ANTH_RV1090,ANTH_DIVINE_BLOOD_FLESH,anthropogony,in-window,absent,A_B_agree,false,,Rigveda 10.90.6-16 (Purusha sacrifice and derivations),https://gretil.sub.uni-goettingen.de/gret_utfbk.htm
VED_RV,SRC_VED_RV,P_ANTH_RV1090,ANTH_BREATH_ANIMATION,anthropogony,in-window,absent,A_B_agree,false,,Rigveda 10.90.6-16 (Purusha sacrifice and derivations),https://gretil.sub.uni-goettingen.de/gret_utfbk.htm
VED_RV,SRC_VED_RV,P_ANTH_RV1090,ANTH_CREATED_FOR_SERVICE,anthropogony,in-window,absent,A_B_agree,false,,Rigveda 10.90.6-16 (Purusha sacrifice and derivations),https://gretil.sub.uni-goettingen.de/gret_utfbk.htm
VED_RV,SRC_VED_RV,P_ANTH_RV1090,ANTH_BODY_SACRIFICE,anthropogony,in-window,present,A_B_agree,false,,Rigveda 10.90.6-16 (Purusha sacrifice and derivations),https://gretil.sub.uni-goettingen.de/gret_utfbk.htm
VED_RV,SRC_VED_RV,P_ANTH_RV1090,ANTH_FIRST_PAIR,anthropogony,in-window,absent,A_B_agree,false,,Rigveda 10.90.6-16 (Purusha sacrifice and derivations),https://gretil.sub.uni-goettingen.de/gret_utfbk.htm
CHN_WS_HAN,SRC_CHN_CLAY,P_ANTH_NUWA,ANTH_EARTH_DUST,anthropogony,later-comparator,absent,v0.1.1_adjudication,false,,Fengsu Tongyi Nüwa clay-human passage preserved in Taiping Yulan,https://ctext.org/text.pl?if=gb&node=367836
CHN_WS_HAN,SRC_CHN_CLAY,P_ANTH_NUWA,ANTH_CLAY_MUD,anthropogony,later-comparator,present,A_B_agree,false,,Fengsu Tongyi Nüwa clay-human passage preserved in Taiping Yulan,https://ctext.org/text.pl?if=gb&node=367836
