candidate_id,sftgcode,start_year,end_year,event_types,outcome_genocide,canonical_status,source_lineage
NEG2014_001,ALB,1996,1997,reg+rev,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_023,CYP,1963,1968,eth+reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_024,CYP,1974,1974,eth+reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_025,CZE,1968,1969,reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_026,DJI,1991,1994,eth,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_027,DOM,1963,1966,reg+rev,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_028,ECU,1970,1972,reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_029,EGY,1992,1999,rev,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_030,FJI,1987,1987,reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_031,FRN,1958,1958,reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_032,GAM,1994,1994,reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_033,GHA,1972,1972,reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_034,GHA,1981,1981,reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_035,GNB,1998,2003,reg+rev,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_036,GRC,1967,1967,reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_037,GRG,1991,1993,eth+rev,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_038,GUY,1978,1980,reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_039,HAI,1991,1991,reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_040,HUN,1956,1957,reg+rev,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_041,IND,1956,1958,eth,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_042,IND,1967,1971,eth,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_043,IND,1983,2014,eth+rev,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_044,IRN,1955,1955,reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_045,ISR,1987,2014,eth,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_046,JOR,1957,1957,reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_047,JOR,1970,1971,rev,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_048,KEN,1964,1969,eth+reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_049,KEN,1991,1993,eth,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_050,LAO,1960,1979,eth+reg+rev,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_051,LBR,1985,2003,reg+rev,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_052,LEB,1958,1958,rev,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_053,LEB,1975,1991,eth+reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_054,LES,1970,1970,reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_055,LES,1998,1999,reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_056,MAL,1969,1969,reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_057,MLD,1992,1992,eth,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_058,MLI,1990,1995,eth,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_059,MOR,1965,1965,reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_060,MOR,1975,1989,eth,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_061,MZM,1976,1992,rev,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_062,NEP,1960,1960,reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_063,NEP,1996,2006,reg+rev,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_064,NIC,1978,1988,eth+reg+rev,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_065,NIG,1980,1985,reg+rev,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_066,NIR,1996,1996,reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_067,OMA,1970,1976,rev,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_068,PAK,1983,2014,eth+reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_069,PAN,1968,1968,reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_070,PER,1962,1962,reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_071,PER,1968,1968,reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_072,PER,1982,1997,reg+rev,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_073,PKS,1958,1958,reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_074,PNG,1989,1997,eth,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_075,ROK,1961,1961,reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_076,ROK,1972,1972,reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_077,RUM,1989,1989,rev,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_078,RUS,1994,2014,eth,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_079,SAF,1984,1996,eth+rev,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_080,SEN,1962,1963,reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_081,SEN,1992,1999,eth,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_082,SIE,1967,1971,reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_083,SIE,1991,2002,reg+rev,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_084,SIN,1965,1965,reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_085,SOM,1969,1969,reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_086,SWA,1973,1973,reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_087,SYR,1961,1966,reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_088,TAJ,1992,1998,rev,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_089,THI,1965,1983,reg+rev,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_090,TUR,1971,1971,reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_091,TUR,1980,2014,eth+reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_092,UKG,1971,1982,eth,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_093,URU,1971,1973,reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_094,USS,1991,1991,reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_095,YAR,1962,1970,rev,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_096,YEM,1994,1994,rev,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_097,YPR,1986,1986,rev,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_098,YUG,1991,1991,eth+reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_099,ZAI,1992,2014,eth+reg+rev,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_100,ZAM,1964,1972,reg+rev,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_101,ZAM,1996,1996,reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
NEG2014_102,ZIM,1981,1987,eth+reg,0,candidate_not_canonical,Ulfelder EWP replication PITF-2014 transformed panel; <=5y consolidated reconstruction
