case_id,country,conflict_type,began_vintage,ended_vintage,outcome_genocide,analysis_included,identity_status,date_status,source_basis,source_note
"GEO_1991","Georgia","Complex","6/1991","12/1993",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"GHA_1972","Ghana","Regime Change","1/1972","1/1972",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"GHA_1981","Ghana","Regime Change","12/1981","12/1981",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"GRC_1967","Greece","Regime Change","4/1967","4/1967",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"GNB_1998","Guinea-Bissau","Complex","6/1998","9/2003",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"GUY_1978","Guyana","Regime Change","4/1978","10/1980",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"HTI_1991","Haiti","Regime Change","9/1991","9/1991",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"HUN_1956","Hungary","Complex","10/1956","5/1957",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"IND_1956","India","Ethnic War","5/1956","10/1958",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"IND_1967","India","Ethnic War","5/1967","12/1971",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"IND_1983","India","Complex","4/1983","ongoing",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"ISR_1987","Israel","Ethnic War","12/1987","ongoing",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"JOR_1957","Jordan","Regime Change","3/1957","3/1957",0,1,"reconstructed-v1","cross-version-date-drift","SCIP-2006-vintage consolidated page","Case identity is stable; exact begin date differs in later PITF versions and must be resolved before condition coding."
"JOR_1970","Jordan","Revolutionary War","2/1970","7/1971",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"KEN_1964","Kenya","Complex","1/1964","10/1969",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"KEN_1991","Kenya","Ethnic War","10/1991","9/1993",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"KOR_1961","Korea, South","Regime Change","5/1961","5/1961",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"KOR_1972","Korea, South","Regime Change","10/1972","10/1972",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"LAO_1960","Laos","Complex","1/1960","6/1979",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"LBN_1958","Lebanon","Revolutionary War","5/1958","7/1958",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"LBN_1975","Lebanon","Complex","4/1975","7/1991",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"LSO_1970","Lesotho","Regime Change","1/1970","1/1970",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"LSO_1998","Lesotho","Complex","5/1998","1/1999",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"LBR_1985","Liberia","Complex","11/1985","8/2003",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"MYS_1969","Malaysia","Regime Change","5/1969","5/1969",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"MLI_1990","Mali","Ethnic War","6/1990","1/1995",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"MDA_1992","Moldova","Ethnic War","3/1992","12/1992",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"MAR_1965","Morocco","Regime Change","6/1965","6/1965",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"MAR_1975","Morocco","Ethnic War","10/1975","11/1989",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"MOZ_1976","Mozambique","Revolutionary War","7/1976","10/1992",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"NPL_1960","Nepal","Regime Change","12/1960","12/1960",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"NPL_1996","Nepal","Revolutionary War","2/1996","4/2006",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"NIC_1978","Nicaragua","Complex","9/1978","3/1988",0,1,"reconstructed-v1","cross-version-date-drift","SCIP-2006-vintage consolidated page","Case identity is stable; exact begin date differs in later PITF versions and must be resolved before condition coding."
"NER_1996","Niger","Regime Change","1/1996","1/1996",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"NGA_1980","Nigeria","Complex","12/1980","4/1985",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"OMN_1970","Oman","Revolutionary War","6/1970","3/1976",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"PAK_1958","Pakistan","Regime Change","10/1958","10/1958",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"PAK_1983","Pakistan","Complex","8/1983","ongoing",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"PAN_1968","Panama","Regime Change","10/1968","10/1968",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"PNG_1989","Papua New Guinea","Ethnic War","5/1989","5/1997",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"PER_1962","Peru","Regime Change","10/1962","10/1962",0,1,"reconstructed-v1","cross-version-date-drift","SCIP-2006-vintage consolidated page","Case identity is stable; exact begin date differs in later PITF versions and must be resolved before condition coding."
"PER_1968","Peru","Regime Change","10/1968","10/1968",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"PER_1982","Peru","Complex","3/1982","4/1997",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"ROU_1989","Romania","Revolutionary War","12/1989","12/1989",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"RUS_1994","Russia","Ethnic War","8/1994","7/2006",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"SEN_1962","Senegal","Regime Change","12/1962","3/1963",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"SEN_1992","Senegal","Ethnic War","9/1992","12/1999",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"SLE_1967","Sierra Leone","Complex","3/1967","4/1971",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"SLE_1991","Sierra Leone","Complex","3/1991","3/2002",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"SGP_1963","Singapore","Regime Change","9/1963","8/1965",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"SOM_1969","Somalia","Regime Change","10/1969","10/1969",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"ZAF_1984","South Africa","Complex","8/1984","6/1996",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"SWZ_1973","Swaziland","Regime Change","4/1973","4/1973",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"SYR_1961","Syria","Regime Change","9/1961","2/1966",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"TJK_1992","Tajikistan","Revolutionary War","4/1992","12/1998",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"THA_1965","Thailand","Complex","11/1965","12/1983",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"TUR_1971","Turkey","Regime Change","4/1971","4/1971",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"TUR_1980","Turkey","Complex","9/1980","ongoing",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"GBR_1971","United Kingdom","Ethnic War","1/1971","10/1982",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"URY_1971","Uruguay","Regime Change","11/1971","2/1973",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"SUN_1991","USSR (Soviet Union)","Regime Change","8/1991","12/1991",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"YMN_1962","Yemen, North","Revolutionary War","9/1962","1/1970",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"YMS_1986","Yemen, South","Revolutionary War","1/1986","2/1986",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"YEM_1994","Yemen","Revolutionary War","4/1994","7/1994",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"YUG_1991","Yugoslavia","Complex","6/1991","1/1992",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"ZMB_1964","Zambia","Complex","7/1964","12/1972",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"ZMB_1996","Zambia","Regime Change","11/1996","11/1996",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
"ZWE_1972","Zimbabwe","Complex","12/1972","12/1987",0,1,"reconstructed-v1","provisional-vintage-date","SCIP-2006-vintage consolidated page","Identity reconstructed from the Williams-era SCIP consolidated-event frame; dates remain source-vintage values pending exact 2010 snapshot recovery."
