"packet_id","family","source_id","tradition_id","passage_locator","source_url","witness_scope","motif_id","state","confidence","rationale","ambiguity_flag"
"P_FLOOD_GILG","flood","SRC_AKK_GILG_TXT","AKK_MB_SB","Epic of Gilgamesh Tablet XI, flood account","https://www.ancienttexts.org/library/mesopotamian/gilgamesh/tab11.htm","in-window","FLOOD_POST_RITUAL","present","90","""I sent out everything in all directions and sacrificed (a sheep). I offered incense in front of the mountain-ziggurat. Seven and seven cult vessels I put in place.""","0"
"P_FLOOD_GILG","flood","SRC_AKK_GILG_TXT","AKK_MB_SB","Epic of Gilgamesh Tablet XI, flood account","https://www.ancienttexts.org/library/mesopotamian/gilgamesh/tab11.htm","in-window","FLOOD_REPOPULATION","absent","65","The flood account closes with the settlement of Utanapishtim and his wife at the Mouth of the Rivers; no post-flood renewal of humanity is narrated in Tablet XI.","0"
"P_FLOOD_GEN","flood","SRC_HEB_FLOOD","HEB_GEN","Genesis 6-9","https://www.sefaria.org/Genesis.7-9","in-window","FLOOD_DSTR_INUNDATION","present","90","""the fountains of the great deep burst apart and the floodgates of the sky were opened"" (7:11); the waters swelled and covered the earth.","0"
"P_FLOOD_GEN","flood","SRC_HEB_FLOOD","HEB_GEN","Genesis 6-9","https://www.sefaria.org/Genesis.7-9","in-window","FLOOD_EXTERMINATORY","present","90","God resolves to blot out all existence (6:7,13; 7:4) and ""all flesh that moved on earth perished"" (7:21).","0"
"P_FLOOD_GEN","flood","SRC_HEB_FLOOD","HEB_GEN","Genesis 6-9","https://www.sefaria.org/Genesis.7-9","in-window","FLOOD_WARNING","present","90","God discloses the coming flood to Noah in advance and commands him to build the ark (6:13-21; 7:1-4).","0"
"P_FLOOD_GEN","flood","SRC_HEB_FLOOD","HEB_GEN","Genesis 6-9","https://www.sefaria.org/Genesis.7-9","in-window","FLOOD_SELECTED_SURVIVOR","present","90","Noah, his wife, his sons and his sons' wives are singled out; ""only Noah and those with him in the ark remained"" (7:23).","0"
"P_FLOOD_GEN","flood","SRC_HEB_FLOOD","HEB_GEN","Genesis 6-9","https://www.sefaria.org/Genesis.7-9","in-window","FLOOD_VESSEL","present","95","The ark (tevah) is built to specification and the waters lift it so that it floats above the earth (7:17-18).","0"
"P_FLOOD_GEN","flood","SRC_HEB_FLOOD","HEB_GEN","Genesis 6-9","https://www.sefaria.org/Genesis.7-9","in-window","FLOOD_HIGH_REFUGE","absent","75","The ark comes to rest on the mountains of Ararat only after the waters subside (8:4); elevated ground is never the means of survival.","0"
"P_FLOOD_GEN","flood","SRC_HEB_FLOOD","HEB_GEN","Genesis 6-9","https://www.sefaria.org/Genesis.7-9","in-window","FLOOD_POST_RITUAL","present","90","Noah builds an altar to the LORD and offers burnt offerings of every pure animal and pure bird (8:20-21).","0"
"P_FLOOD_GEN","flood","SRC_HEB_FLOOD","HEB_GEN","Genesis 6-9","https://www.sefaria.org/Genesis.7-9","in-window","FLOOD_REPOPULATION","present","75","The survivors are commanded ""be fertile and increase"" (8:17; 9:1,7) and ""from these the nations branched out over the earth"" (9:19).","0"
"P_FLOOD_YAO","flood","SRC_CHN_YAO","CHN_WS_HAN","Shang Shu, Canon of Yao, flood appointment passage","https://ctext.org/shang-shu/canon-of-yao/zhs","inherited_or_transmitted","FLOOD_DSTR_INUNDATION","present","85","""汤汤洪水方割，荡荡怀山襄陵，浩浩滔天"" - the swelling flood is doing harm, encompassing the hills and rising above the mounds.","0"
"P_FLOOD_YAO","flood","SRC_CHN_YAO","CHN_WS_HAN","Shang Shu, Canon of Yao, flood appointment passage","https://ctext.org/shang-shu/canon-of-yao/zhs","inherited_or_transmitted","FLOOD_EXTERMINATORY","absent","65","The flood is devastating and the people are distressed (""下民其咨""), but no near-total destruction of humanity is claimed.","0"
"P_FLOOD_YAO","flood","SRC_CHN_YAO","CHN_WS_HAN","Shang Shu, Canon of Yao, flood appointment passage","https://ctext.org/shang-shu/canon-of-yao/zhs","inherited_or_transmitted","FLOOD_WARNING","absent","75","The flood is observed and reported by the ruler to the Four Mountains; no supernatural agent gives advance warning enabling preparation.","0"
"P_FLOOD_YAO","flood","SRC_CHN_YAO","CHN_WS_HAN","Shang Shu, Canon of Yao, flood appointment passage","https://ctext.org/shang-shu/canon-of-yao/zhs","inherited_or_transmitted","FLOOD_SELECTED_SURVIVOR","absent","75","The response is to appoint Gun as flood-control officer, and the exclusion rule expressly excludes a flood-control official from this motif.","0"
"P_FLOOD_YAO","flood","SRC_CHN_YAO","CHN_WS_HAN","Shang Shu, Canon of Yao, flood appointment passage","https://ctext.org/shang-shu/canon-of-yao/zhs","inherited_or_transmitted","FLOOD_VESSEL","absent","80","No boat, ark, chest or raft appears; remedy is sought through an appointed engineer, not a floating container.","0"
"P_FLOOD_YAO","flood","SRC_CHN_YAO","CHN_WS_HAN","Shang Shu, Canon of Yao, flood appointment passage","https://ctext.org/shang-shu/canon-of-yao/zhs","inherited_or_transmitted","FLOOD_HIGH_REFUGE","absent","70","Far from serving as refuge, the high ground is inundated (""怀山襄陵""); no one survives by climbing.","0"
"P_FLOOD_YAO","flood","SRC_CHN_YAO","CHN_WS_HAN","Shang Shu, Canon of Yao, flood appointment passage","https://ctext.org/shang-shu/canon-of-yao/zhs","inherited_or_transmitted","FLOOD_POST_RITUAL","absent","75","There is no sacrifice or offering after the waters; the passage is about the appointment to control the flood.","0"
"P_FLOOD_YAO","flood","SRC_CHN_YAO","CHN_WS_HAN","Shang Shu, Canon of Yao, flood appointment passage","https://ctext.org/shang-shu/canon-of-yao/zhs","inherited_or_transmitted","FLOOD_REPOPULATION","absent","70","No renewal or repopulation of humanity is addressed anywhere in the passage.","0"
"P_FLOOD_NUWA","flood","SRC_CHN_NUWA","CHN_WS_HAN","Huainanzi, Lan Ming Xun, Nüwa cosmic catastrophe passage","https://ctext.org/huainanzi/lan-ming-xun/ens","in-window","FLOOD_DSTR_INUNDATION","present","65","""水浩洋而不息"" - waters vast and unceasing form part of a cosmic catastrophe afflicting the inhabited world; the inundation is itself a major destructive event.","1"
"P_FLOOD_NUWA","flood","SRC_CHN_NUWA","CHN_WS_HAN","Huainanzi, Lan Ming Xun, Nüwa cosmic catastrophe passage","https://ctext.org/huainanzi/lan-ming-xun/ens","in-window","FLOOD_EXTERMINATORY","absent","65","Human suffering is caused by beasts devouring people (""猛兽食颛民""); the waters are not said to destroy most or all of humanity.","0"
"P_FLOOD_NUWA","flood","SRC_CHN_NUWA","CHN_WS_HAN","Huainanzi, Lan Ming Xun, Nüwa cosmic catastrophe passage","https://ctext.org/huainanzi/lan-ming-xun/ens","in-window","FLOOD_WARNING","absent","75","No advance warning is given to any survivor; Nuwa acts to repair the cosmos after the catastrophe.","0"
"P_FLOOD_NUWA","flood","SRC_CHN_NUWA","CHN_WS_HAN","Huainanzi, Lan Ming Xun, Nüwa cosmic catastrophe passage","https://ctext.org/huainanzi/lan-ming-xun/ens","in-window","FLOOD_SELECTED_SURVIVOR","absent","80","No individual or small group is singled out for preservation.","0"
"P_FLOOD_NUWA","flood","SRC_CHN_NUWA","CHN_WS_HAN","Huainanzi, Lan Ming Xun, Nüwa cosmic catastrophe passage","https://ctext.org/huainanzi/lan-ming-xun/ens","in-window","FLOOD_VESSEL","absent","85","No vessel of any kind appears in the passage.","0"
"P_FLOOD_NUWA","flood","SRC_CHN_NUWA","CHN_WS_HAN","Huainanzi, Lan Ming Xun, Nüwa cosmic catastrophe passage","https://ctext.org/huainanzi/lan-ming-xun/ens","in-window","FLOOD_HIGH_REFUGE","absent","80","The four poles are re-erected and the sky mended; no one survives by taking elevated refuge above the waters.","0"
"P_FLOOD_NUWA","flood","SRC_CHN_NUWA","CHN_WS_HAN","Huainanzi, Lan Ming Xun, Nüwa cosmic catastrophe passage","https://ctext.org/huainanzi/lan-ming-xun/ens","in-window","FLOOD_POST_RITUAL","absent","65","Nuwa's acts (smelting five-coloured stones, cutting the turtle's legs, killing the black dragon, piling reed ashes) are cosmic repair, not a survivor's sacrifice after the waters recede.","1"
"P_FLOOD_NUWA","flood","SRC_CHN_NUWA","CHN_WS_HAN","Huainanzi, Lan Ming Xun, Nüwa cosmic catastrophe passage","https://ctext.org/huainanzi/lan-ming-xun/ens","in-window","FLOOD_REPOPULATION","absent","80","No renewal or repopulation of humanity is narrated.","0"
"P_DIV_RV132","divine_conflict","SRC_VED_INDRA","VED_RV","Rigveda 1.32","https://www.gretil.uni-goettingen.de/gretil/corpustei/transformations/html/sa_RgvedasaMhitApadapATha.htm","in-window","DIV_SUCCESSION_YOUNGER_OLDER","absent","75","Vrtra is a dragon, not an older ruling divine generation; the exclusion rule excludes god-versus-monster combat without succession stakes.","0"
"P_DIV_RV132","divine_conflict","SRC_VED_INDRA","VED_RV","Rigveda 1.32","https://www.gretil.uni-goettingen.de/gretil/corpustei/transformations/html/sa_RgvedasaMhitApadapATha.htm","in-window","DIV_FATHER_SON","absent","80","The only kinship relation stated is Vrtra's mother Danu (v.9); the kingship conflict is not structured as father versus son.","0"
"P_DIV_RV132","divine_conflict","SRC_VED_INDRA","VED_RV","Rigveda 1.32","https://www.gretil.uni-goettingen.de/gretil/corpustei/transformations/html/sa_RgvedasaMhitApadapATha.htm","in-window","DIV_STORM_SERPENT","present","95","Indra the thunder-wielder slays the Dragon (Ahi/Vrtra) with his bolt (vv.1-5, 13).","0"
"P_DIV_RV132","divine_conflict","SRC_VED_INDRA","VED_RV","Rigveda 1.32","https://www.gretil.uni-goettingen.de/gretil/corpustei/transformations/html/sa_RgvedasaMhitApadapATha.htm","in-window","DIV_STORM_SEA","absent","70","The opponent is the serpent/dragon Vrtra and the waters are the imprisoned rivers, not a personified sea deity; the exclusion rule keeps the serpent apart.","0"
"P_DIV_RV132","divine_conflict","SRC_VED_INDRA","VED_RV","Rigveda 1.32","https://www.gretil.uni-goettingen.de/gretil/corpustei/transformations/html/sa_RgvedasaMhitApadapATha.htm","in-window","DIV_BODY_TO_COSMOS","absent","80","Vrtra's nameless body is borne off by the waters (v.10); nothing cosmic is derived from it.","0"
"P_DIV_RV132","divine_conflict","SRC_VED_INDRA","VED_RV","Rigveda 1.32","https://www.gretil.uni-goettingen.de/gretil/corpustei/transformations/html/sa_RgvedasaMhitApadapATha.htm","in-window","DIV_COUNCIL","absent","80","No deliberation, judgement or allocation of roles among gods occurs in the hymn.","0"
"P_DIV_RV132","divine_conflict","SRC_VED_INDRA","VED_RV","Rigveda 1.32","https://www.gretil.uni-goettingen.de/gretil/corpustei/transformations/html/sa_RgvedasaMhitApadapATha.htm","in-window","DIV_KINGSHIP_TRANSFER","absent","70","Indra is acclaimed as king of all that moves (v.15), but no kingship is transferred from another deity; the exclusion rule excludes victory without transfer.","0"
"P_DIV_RV132","divine_conflict","SRC_VED_INDRA","VED_RV","Rigveda 1.32","https://www.gretil.uni-goettingen.de/gretil/corpustei/transformations/html/sa_RgvedasaMhitApadapATha.htm","in-window","DIV_PRIMORDIAL_REBELLION","absent","75","Monster combat with no social or political rebellion frame against established divine authority.","0"
"P_DIV_HES_SUCC","divine_conflict","SRC_GRC_THEO","GRC_ARCH","Hesiod Theogony 453-500","https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0130%3Acard%3D453","in-window","DIV_SUCCESSION_YOUNGER_OLDER","present","90","Cronos swallows his children so that no other ""should hold the kingly office"", and is destined to be overcome by his own son who is ""to reign over the deathless gods"".","0"
"P_DIV_HES_SUCC","divine_conflict","SRC_GRC_THEO","GRC_ARCH","Hesiod Theogony 453-500","https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0130%3Acard%3D453","in-window","DIV_FATHER_SON","present","95","The kingship conflict is explicitly structured as father Cronos versus son Zeus.","0"
"P_DIV_HES_SUCC","divine_conflict","SRC_GRC_THEO","GRC_ARCH","Hesiod Theogony 453-500","https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0130%3Acard%3D453","in-window","DIV_STORM_SERPENT","absent","85","No serpent or dragon adversary appears in this passage.","0"
"P_DIV_HES_SUCC","divine_conflict","SRC_GRC_THEO","GRC_ARCH","Hesiod Theogony 453-500","https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0130%3Acard%3D453","in-window","DIV_STORM_SEA","absent","85","No personified sea or water deity is opposed.","0"
"P_DIV_HES_SUCC","divine_conflict","SRC_GRC_THEO","GRC_ARCH","Hesiod Theogony 453-500","https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0130%3Acard%3D453","in-window","DIV_BODY_TO_COSMOS","absent","85","No defeated body becomes cosmic material (the substituted stone is merely set at Pytho).","0"
"P_DIV_HES_SUCC","divine_conflict","SRC_GRC_THEO","GRC_ARCH","Hesiod Theogony 453-500","https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0130%3Acard%3D453","in-window","DIV_COUNCIL","present","55","Rhea beseeches Earth and starry Heaven to devise a plan with her, and they agree and disclose what is destined - multiple gods deliberating a collective decision, though not a formal assembly.","1"
"P_DIV_HES_SUCC","divine_conflict","SRC_GRC_THEO","GRC_ARCH","Hesiod Theogony 453-500","https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0130%3Acard%3D453","in-window","DIV_KINGSHIP_TRANSFER","present","80","Kingship is explicitly at stake and passes between generations: Cronos holds the kingly office and Zeus is to ""drive him from his honours, himself to reign over the deathless gods"".","0"
"P_DIV_HES_SUCC","divine_conflict","SRC_GRC_THEO","GRC_ARCH","Hesiod Theogony 453-500","https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0130%3Acard%3D453","in-window","DIV_PRIMORDIAL_REBELLION","uncertain","50","The passage refers retrospectively to Cronos' deed against ""his own father"" as the ground of retribution, but the rebellion itself (the castration of Ouranos) is narrated at 154-210, outside the frozen locator.","1"
"P_DIV_HES_TYPH","divine_conflict","SRC_GRC_THEO","GRC_ARCH","Hesiod Theogony 820-868","https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0130%3Acard%3D853","in-window","DIV_SUCCESSION_YOUNGER_OLDER","absent","70","Typhoeus is Earth's youngest child but a monster, not an older ruling divine generation; Zeus has already driven the Titans from heaven before the scene.","0"
"P_DIV_HES_TYPH","divine_conflict","SRC_GRC_THEO","GRC_ARCH","Hesiod Theogony 820-868","https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0130%3Acard%3D853","in-window","DIV_FATHER_SON","absent","80","Typhoeus is born of Earth and Tartarus and fights Zeus; the conflict is not father versus son.","0"
"P_DIV_HES_TYPH","divine_conflict","SRC_GRC_THEO","GRC_ARCH","Hesiod Theogony 820-868","https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0130%3Acard%3D853","in-window","DIV_STORM_SERPENT","present","95","Zeus with thunder, lightning and the lurid thunderbolt burns the hundred snake-heads of the dragon Typhoeus and hurls him into wide Tartarus.","0"
"P_DIV_HES_TYPH","divine_conflict","SRC_GRC_THEO","GRC_ARCH","Hesiod Theogony 820-868","https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0130%3Acard%3D853","in-window","DIV_STORM_SEA","absent","80","The sea is affected by the battle, but the opponent is a serpentine monster rather than a sea deity.","0"
"P_DIV_HES_TYPH","divine_conflict","SRC_GRC_THEO","GRC_ARCH","Hesiod Theogony 820-868","https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0130%3Acard%3D853","in-window","DIV_BODY_TO_COSMOS","absent","75","Typhoeus is cast into Tartarus; the winds said to come from him fall at 869 ff., outside the locator, and are not cosmic components in any case.","0"
"P_DIV_HES_TYPH","divine_conflict","SRC_GRC_THEO","GRC_ARCH","Hesiod Theogony 820-868","https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0130%3Acard%3D853","in-window","DIV_COUNCIL","absent","80","No divine deliberation, judgement or allocation of roles occurs.","0"
"P_DIV_HES_TYPH","divine_conflict","SRC_GRC_THEO","GRC_ARCH","Hesiod Theogony 820-868","https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0130%3Acard%3D853","in-window","DIV_KINGSHIP_TRANSFER","absent","70","The passage turns on preventing a transfer (""he would have come to reign over mortals and immortals""); Zeus retains kingship and no transfer between deities is narrated.","0"
"P_DIV_HES_TYPH","divine_conflict","SRC_GRC_THEO","GRC_ARCH","Hesiod Theogony 820-868","https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0130%3Acard%3D853","in-window","DIV_PRIMORDIAL_REBELLION","absent","75","A monster attacks the established order without any social or political rebellion frame.","0"
"P_DIV_BAAL","divine_conflict","SRC_UGAR_BAAL","UGARIT_LBA","Baal Cycle KTU 1.2 IV (Baal-Yam conflict)","https://brill.com/display/title/1061?language=en","in-window","DIV_SUCCESSION_YOUNGER_OLDER","absent","60","Baal is the younger god and Yamm the opponent, but Yamm is not presented as the older ruling divine generation; the generational succession axis (El-Baal) is not this passage's frame.","1"
"P_DIV_BAAL","divine_conflict","SRC_UGAR_BAAL","UGARIT_LBA","Baal Cycle KTU 1.2 IV (Baal-Yam conflict)","https://brill.com/display/title/1061?language=en","in-window","DIV_FATHER_SON","absent","75","Nothing in the Baal-Yamm combat is structured as father versus son.","0"
"P_DIV_BAAL","divine_conflict","SRC_UGAR_BAAL","UGARIT_LBA","Baal Cycle KTU 1.2 IV (Baal-Yam conflict)","https://brill.com/display/title/1061?language=en","in-window","DIV_STORM_SERPENT","absent","60","In KTU 1.2 IV the adversary is named as Prince Sea / Judge River; the serpentine Lotan belongs to other tablets (e.g. KTU 1.5), and the exclusion rule keeps the two separate.","1"
"P_DIV_BAAL","divine_conflict","SRC_UGAR_BAAL","UGARIT_LBA","Baal Cycle KTU 1.2 IV (Baal-Yam conflict)","https://brill.com/display/title/1061?language=en","in-window","DIV_STORM_SEA","present","90","Baal, the cloud-rider, defeats Yamm (Prince Sea) with the storm clubs Yagrush and Aymur made by Kothar-wa-Khasis.","0"
"P_DIV_BAAL","divine_conflict","SRC_UGAR_BAAL","UGARIT_LBA","Baal Cycle KTU 1.2 IV (Baal-Yam conflict)","https://brill.com/display/title/1061?language=en","in-window","DIV_BODY_TO_COSMOS","absent","80","Yamm's defeat produces no cosmic derivation from his body.","0"
"P_DIV_BAAL","divine_conflict","SRC_UGAR_BAAL","UGARIT_LBA","Baal Cycle KTU 1.2 IV (Baal-Yam conflict)","https://brill.com/display/title/1061?language=en","in-window","DIV_COUNCIL","absent","60","The passage is combat and acclamation; the divine-assembly scene in which El grants kingship to Yamm belongs to KTU 1.1-1.2 I, outside the frozen locator.","1"
"P_DIV_BAAL","divine_conflict","SRC_UGAR_BAAL","UGARIT_LBA","Baal Cycle KTU 1.2 IV (Baal-Yam conflict)","https://brill.com/display/title/1061?language=en","in-window","DIV_KINGSHIP_TRANSFER","present","60","The passage closes with the acclamation that Yamm is dead and Baal is/shall be king, transferring the sovereignty previously granted to Yamm.","1"
"P_DIV_BAAL","divine_conflict","SRC_UGAR_BAAL","UGARIT_LBA","Baal Cycle KTU 1.2 IV (Baal-Yam conflict)","https://brill.com/display/title/1061?language=en","in-window","DIV_PRIMORDIAL_REBELLION","uncertain","45","The combat scene carries no rebellion frame; reading Baal's resistance as rebellion against El's grant of kingship to Yamm depends on KTU 1.1-1.2 I, outside the frozen locator.","1"
"P_DIV_ULLI","divine_conflict","SRC_HIT_ULLI","HUR_HIT_LBA","Song of Ullikummi; Güterbock JCS 6 (1952), p.25, third(?) tablet col. III battle passage","https://doi.org/10.2307/1359160","in-window","DIV_SUCCESSION_YOUNGER_OLDER","absent","55","Kumarbi, the older generation, raises Ullikummi to destroy the reigning Teshub; the inclusion rule requires a younger generation displacing an older ruling one, and the direction here is reversed.","1"
"P_DIV_ULLI","divine_conflict","SRC_HIT_ULLI","HUR_HIT_LBA","Song of Ullikummi; Güterbock JCS 6 (1952), p.25, third(?) tablet col. III battle passage","https://doi.org/10.2307/1359160","in-window","DIV_FATHER_SON","uncertain","45","The combatants are Teshub and Ullikummi, both sons of Kumarbi; the father-versus-son axis holds only at the level of the plot (Kumarbi against his son Teshub), not within the battle passage.","1"
"P_DIV_ULLI","divine_conflict","SRC_HIT_ULLI","HUR_HIT_LBA","Song of Ullikummi; Güterbock JCS 6 (1952), p.25, third(?) tablet col. III battle passage","https://doi.org/10.2307/1359160","in-window","DIV_STORM_SERPENT","absent","70","Ullikummi is a diorite stone giant who grows in the sea, not a serpent or dragon.","0"
"P_DIV_ULLI","divine_conflict","SRC_HIT_ULLI","HUR_HIT_LBA","Song of Ullikummi; Güterbock JCS 6 (1952), p.25, third(?) tablet col. III battle passage","https://doi.org/10.2307/1359160","in-window","DIV_STORM_SEA","absent","65","Ullikummi stands in the sea but is not a personified sea or water deity; the exclusion rule keeps a sea deity separate.","0"
"P_DIV_ULLI","divine_conflict","SRC_HIT_ULLI","HUR_HIT_LBA","Song of Ullikummi; Güterbock JCS 6 (1952), p.25, third(?) tablet col. III battle passage","https://doi.org/10.2307/1359160","in-window","DIV_BODY_TO_COSMOS","absent","80","No defeated body is turned into cosmic components in the battle passage.","0"
"P_DIV_ULLI","divine_conflict","SRC_HIT_ULLI","HUR_HIT_LBA","Song of Ullikummi; Güterbock JCS 6 (1952), p.25, third(?) tablet col. III battle passage","https://doi.org/10.2307/1359160","in-window","DIV_COUNCIL","absent","60","The battle passage contains no deliberative assembly; Kumarbi's instructions and the gods' deliberations belong to other columns or tablets.","1"
"P_DIV_ULLI","divine_conflict","SRC_HIT_ULLI","HUR_HIT_LBA","Song of Ullikummi; Güterbock JCS 6 (1952), p.25, third(?) tablet col. III battle passage","https://doi.org/10.2307/1359160","in-window","DIV_KINGSHIP_TRANSFER","absent","60","Kumarbi's aim is to unseat Teshub, but the passage narrates combat rather than any transfer of kingship.","0"
"P_DIV_ULLI","divine_conflict","SRC_HIT_ULLI","HUR_HIT_LBA","Song of Ullikummi; Güterbock JCS 6 (1952), p.25, third(?) tablet col. III battle passage","https://doi.org/10.2307/1359160","in-window","DIV_PRIMORDIAL_REBELLION","uncertain","45","The cycle frames Kumarbi's plot as a bid to unseat the reigning Teshub, but the rebel is the older generation and Ullikummi is a monstrous instrument; the battle passage itself states no rebellion frame.","1"
