source,wave,wave_start,wave_end,country_name,country_code,row_status,source_url
WVS,3,1995,1998,"China",CHN,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"Colombia",COL,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"Germany",DEU,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"Dominican Republic",DOM,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"Spain",ESP,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"Estonia",EST,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"Finland",FIN,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"United Kingdom",GBR,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"Georgia",GEO,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"Croatia",HRV,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"Hungary",HUN,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"India",IND,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"Japan",JPN,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"South Korea",KOR,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"Lithuania",LTU,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"Latvia",LVA,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"Moldova",MDA,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"Mexico",MEX,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"North Macedonia",MKD,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"Montenegro",MNE,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"Nigeria",NGA,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"Norway",NOR,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"New Zealand",NZL,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"Pakistan",PAK,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"Peru",PER,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"Philippines",PHL,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"Poland",POL,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"Puerto Rico",PRI,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"Romania",ROU,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"Russian Federation",RUS,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"El Salvador",SLV,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"Serbia",SRB,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"Slovak Republic",SVK,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"Slovenia",SVN,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"Sweden",SWE,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"Turkiye",TUR,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"Taiwan, China",TWN,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"Ukraine",UKR,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"Uruguay",URY,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"United States",USA,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"Venezuela, RB",VEN,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,3,1995,1998,"South Africa",ZAF,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8864"
WVS,4,1999,2004,"Albania",ALB,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8863/study-description"
WVS,4,1999,2004,"Argentina",ARG,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8863/study-description"
WVS,4,1999,2004,"Bosnia and Herzegovina",BIH,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8863/study-description"
WVS,4,1999,2004,"Canada",CAN,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8863/study-description"
WVS,4,1999,2004,"Chile",CHL,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8863/study-description"
WVS,4,1999,2004,"China",CHN,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8863/study-description"
WVS,4,1999,2004,"Algeria",DZA,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8863/study-description"
WVS,4,1999,2004,"Egypt, Arab Rep.",EGY,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8863/study-description"
WVS,4,1999,2004,"Spain",ESP,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8863/study-description"
WVS,4,1999,2004,"Indonesia",IDN,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8863/study-description"
WVS,4,1999,2004,"India",IND,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8863/study-description"
WVS,4,1999,2004,"Iran, Islamic Rep.",IRN,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8863/study-description"
WVS,4,1999,2004,"Iraq",IRQ,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8863/study-description"
WVS,4,1999,2004,"Israel",ISR,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8863/study-description"
WVS,4,1999,2004,"Jordan",JOR,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8863/study-description"
WVS,4,1999,2004,"Japan",JPN,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8863/study-description"
WVS,4,1999,2004,"Kyrgyz Republic",KGZ,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8863/study-description"
WVS,4,1999,2004,"Korea, Rep.",KOR,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8863/study-description"
WVS,4,1999,2004,"Morocco",MAR,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8863/study-description"
WVS,4,1999,2004,"Moldova",MDA,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8863/study-description"
WVS,4,1999,2004,"Mexico",MEX,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8863/study-description"
WVS,4,1999,2004,"North Macedonia",MKD,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8863/study-description"
WVS,4,1999,2004,"Nigeria",NGA,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8863/study-description"
WVS,4,1999,2004,"Pakistan",PAK,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8863/study-description"
WVS,4,1999,2004,"Peru",PER,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8863/study-description"
WVS,4,1999,2004,"Philippines",PHL,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8863/study-description"
WVS,4,1999,2004,"Puerto Rico",PRI,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8863/study-description"
WVS,4,1999,2004,"Saudi Arabia",SAU,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8863/study-description"
WVS,4,1999,2004,"Singapore",SGP,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8863/study-description"
WVS,4,1999,2004,"Serbia",SRB,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8863/study-description"
WVS,4,1999,2004,"Sweden",SWE,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8863/study-description"
WVS,4,1999,2004,"Turkiye",TUR,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8863/study-description"
WVS,4,1999,2004,"Tanzania",TZA,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8863/study-description"
WVS,4,1999,2004,"Uganda",UGA,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8863/study-description"
WVS,4,1999,2004,"United States",USA,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8863/study-description"
WVS,4,1999,2004,"Venezuela, RB",VEN,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8863/study-description"
WVS,4,1999,2004,"Vietnam",VNM,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8863/study-description"
WVS,4,1999,2004,"South Africa",ZAF,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8863/study-description"
WVS,4,1999,2004,"Zimbabwe",ZWE,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8863/study-description"
WVS,5,2005,2009,"Andorra",AND,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Argentina",ARG,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Australia",AUS,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Brazil",BRA,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Bulgaria",BGR,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Burkina Faso",BFA,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Canada",CAN,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Chile",CHL,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"China",CHN,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Colombia",COL,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Cyprus",CYP,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Egypt, Arab Rep.",EGY,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Ethiopia",ETH,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Finland",FIN,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"France",FRA,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Georgia",GEO,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Germany",DEU,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Ghana",GHA,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Guatemala",GTM,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Hong Kong SAR, China",HKG,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Indonesia",IDN,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Iran, Islamic Rep.",IRN,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Iraq",IRQ,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Italy",ITA,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Japan",JPN,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Jordan",JOR,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Korea, Rep.",KOR,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Malaysia",MYS,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Mali",MLI,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Mexico",MEX,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Moldova",MDA,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Morocco",MAR,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Netherlands",NLD,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"New Zealand",NZL,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Norway",NOR,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Peru",PER,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Poland",POL,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Romania",ROU,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Russian Federation",RUS,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Rwanda",RWA,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Serbia",SRB,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Slovenia",SVN,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"South Africa",ZAF,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Spain",ESP,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Sweden",SWE,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Switzerland",CHE,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Taiwan, China",TWN,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Thailand",THA,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Trinidad and Tobago",TTO,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Turkiye",TUR,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Ukraine",UKR,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"United Kingdom",GBR,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"United States",USA,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,5,2005,2009,"Vietnam",VNM,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8839"
WVS,6,2010,2014,"Argentina",ARG,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Armenia",ARM,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Australia",AUS,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Azerbaijan",AZE,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Brazil",BRA,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Chile",CHL,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"China",CHN,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Colombia",COL,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Cyprus",CYP,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Germany",DEU,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Algeria",DZA,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Ecuador",ECU,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Egypt, Arab Rep.",EGY,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Spain",ESP,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Estonia",EST,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Georgia",GEO,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Ghana",GHA,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Hong Kong SAR, China",HKG,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Haiti",HTI,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"India",IND,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Iraq",IRQ,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Jordan",JOR,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Japan",JPN,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Kazakhstan",KAZ,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Kyrgyz Republic",KGZ,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Korea, Rep.",KOR,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Kuwait",KWT,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Lebanon",LBN,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Libya",LBY,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Morocco",MAR,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Mexico",MEX,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Malaysia",MYS,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Nigeria",NGA,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Netherlands",NLD,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"New Zealand",NZL,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Pakistan",PAK,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Peru",PER,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Philippines",PHL,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Poland",POL,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Qatar",QAT,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Romania",ROU,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Russian Federation",RUS,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Rwanda",RWA,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Singapore",SGP,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Slovenia",SVN,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Sweden",SWE,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Thailand",THA,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Trinidad and Tobago",TTO,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Tunisia",TUN,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Turkiye",TUR,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Taiwan, China",TWN,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Ukraine",UKR,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
WVS,6,2010,2014,"Uruguay",URY,visible-table-incomplete-vs-reported-count,"https://catalog.ihsn.org/catalog/8838"
